"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q01","RW","1","base","1","Craft and Structure","Words in Context","RW.WIC","Words in Context","Words in Context","","1","multiple_choice","Though not closely related, the hedgehog tenrecs of Madagascar share basic _______ true hedgehogs, including protective spines, pointed snouts, and small body size—traits the two groups of mammals independently developed in response to equivalent roles in their respective habitats.","Which choice completes the text with the most logical and precise word or phrase?","examples of","concerns about","indications of","similarities with","D","4","Choice D is the best answer because in context, sharing “similarities with” means having some resemblance to. The text establishes a comparison between two groups of mammals, stating that although they aren’t closely related, hedgehog tenrecs and true hedgehogs play similar roles in their habitats, a circumstance that has resulted in the independent development of some of the same physical traits. This context supports the idea that hedgehog tenrecs resemble, or share basic similarities with, true hedgehogs in some respects. Choice A is incorrect because the text doesn’t suggest that hedgehog tenrecs are “examples of,” or representative of, true hedgehogs. The text states despite some shared physical traits, the two groups of mammals aren’t closely related; therefore, hedgehog tenrecs can’t be examples of true hedgehogs. Choice B is incorrect because in this context, “concerns about” would mean worries about or interests in. The text focuses on the various physical traits that hedgehog tenrecs and true hedgehogs share. There’s nothing in the text to suggest why hedgehog tenrecs would be worried about true hedgehogs, or why they would be interested in them. Choice C is incorrect because in this context, “indications of” would mean evidence of. By listing a set of traits that hedgehog tenrecs share with true hedgehogs, the text establishes a comparison between the two groups of mammals, and saying that the traits shared within one group of mammals provide evidence of another group of mammals wouldn’t be an effective way to establish the similarities between the two groups.","","none","{}","","","","","","Words in Context","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:4,source_question:1"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q02","RW","1","base","2","Craft and Structure","Words in Context","RW.WIC","Words in Context","Words in Context","","1","multiple_choice","In editor Lisa Yaszek’s introduction to her anthology The Future Is Female! More Classic Science Fiction Stories by Women, Yaszek identifies an increasing sense of _______ feminist mode of writing in the 1970s, in contrast to many woman-authored science fiction stories of the 1920s to 1960s whose politics were less deliberately signaled.","Which choice completes the text with the most logical and precise word or phrase?","a prudently","an overtly","a cordially","an inadvertently","B","2","Choice B is the best answer because it most logically completes the text’s discussion of Yaszek’s introduction to her science fiction anthology. In this context “overtly” means openly or without concealment. The text draws a contrast between the lack of “deliberately signaled” political themes in women- authored science fiction from the 1920s to the 1960s and what Yaszek notes about women-authored science fiction from the 1970s. This contrast implies that the work from the 1970s did clearly reflect feminist political themes. In other words, the text indicates that unlike women who wrote science fiction in the 1920s to the 1960s, the women who wrote science fiction in the 1970s expressed overtly feminist themes. Choice A is incorrect. In this context “prudently” would mean cautiously, which might plausibly describe the women who wrote science fiction from the 1920s to the 1960s, in that they tended to avoid revealing their political views; however, the text contrasts these authors with the women writing science fiction in the 1970s, thereby suggesting that the authors writing in the 1970s were not restrained in that way. Choice C is incorrect because in this context “cordially” would mean politely, and nothing in the text indicates that politeness was a significant factor for women writing science fiction either from the 1920s to the 1960s or in the 1970s. The text draws a contrast between the lack of “deliberately signaled” political themes in women-authored science fiction from the 1920s to the 1960s and what Yaszek notes about women-authored science fiction from the 1970s. It’s unclear how “less deliberately signaled” politics and an increasing sense of politeness toward feminism would constitute a meaningful contrast. Choice D is incorrect because in this context, “inadvertently” would mean unintentionally, and nothing in the text suggests that Yaszek thought the feminist elements of the women-authored science fiction from the 1970s arose without deliberate effort.","","none","{}","","","","","","Words in Context","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:4,source_question:2"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q03","RW","1","base","3","Craft and Structure","Words in Context","RW.WIC","Words in Context","Words in Context","","1","multiple_choice","_______ the long-standing trend of overemphasizing teenagers and young adults in research on social media use, scholars have recently begun to expand their focus to include the fastest-growing cohort of social media users: senior citizens.","Which choice completes the text with the most logical and precise word or phrase?","Exacerbating","Redressing","Epitomizing","Precluding","B","2","Choice B is the best answer because it most logically completes the text’s discussion about research into social media use. In context, “redressing” means remedying or compensating for. The text indicates that there is a long-standing trend of overemphasizing teenagers and young adults in studies of social media use. It goes on to say that scholars have recently broadened the kinds of social media users they study by including senior citizens. This suggests that scholars are redressing the long-standing trend of overemphasis on younger users by studying older users as well. Choice A is incorrect because “exacerbating” means making worse or aggravating, which would not make logical sense in context. Expanding the focus of studies of social media use to include senior citizens would not make the long-standing trend of overemphasizing teenagers and young adults in studies of social media use worse; instead, it would help to remedy this trend. Choice C is incorrect because “epitomizing” means illustrating or providing an example, which would not make logical sense in context. Expanding the groups of social media users that scholars study to include senior citizens would not provide an example of the long-standing trend of overemphasizing teenagers and young people in research on social media use. Choice D is incorrect because “precluding” means making impossible in advance or preventing, which would not make logical sense in context. The text indicates that there is a long-standing trend of overemphasizing teenagers and young adults in social media research. Expanding the focus of social media research to include senior citizens, as the text indicates scholars have begun to do, could help to rectify the trend, but it could not prevent the trend or make the trend impossible in advance, since the trend started long before scholars started expanding their focus.","","none","{}","","","","","","Words in Context","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:5,source_question:3"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q04","RW","1","base","4","Craft and Structure","Words in Context","RW.WIC","Words in Context","Words in Context","","1","multiple_choice","The following text is adapted from James Baldwin’s 1956 novel Giovanni’s Room. The narrator is riding in a taxi down a street lined with food vendors and shoppers in Paris, France.

The multitude of Paris seems to be dressed in blue every day but Sunday, when, for the most part, they put on an unbelievably festive black. Here they were now, in blue, <u>disputing</u>, every inch, our passage, with their wagons, handtrucks, their bursting baskets carried at an angle steeply self-confident on the back.","As used in the text, what does the word “disputing” most nearly mean?","Arguing about","Disapproving of","Asserting possession of","Providing resistance to","D","4","Choice D is the best answer because as used in the text, “disputing” most nearly means providing resistance to. The narrator is in a taxi as it drives down a street lined with so many food vendors and shoppers that the narrator describes them as “the multitude of Paris,” meaning an immense group of people. The street is essentially a large open-air market, and there are so many people pushing small wagons of goods and carrying shopping baskets that “every inch” of the taxi’s progress is impeded. In other words, the people are providing resistance to the taxi’s attempt to drive down the street. Choice A is incorrect. Although in some contexts, “disputing” can mean arguing, the narrator doesn’t portray the shoppers and vendors as arguing with the driver of the taxi or, indeed, arguing at all. Choice B is incorrect. Although in some contexts, “disputing” can mean expressing disapproval, the narrator doesn’t suggest that the shoppers and vendors necessarily disapprove of the taxi’s attempt to drive down the street. Instead, their combined presence along the street has the effect of impeding the taxi’s progress. Choice C is incorrect because, as the narrator explains, both the multitude of people and the taxi are using a public space (a street) at the same time. The narrator doesn’t go so far as to suggest that the people feel that they, and not the taxi, possess exclusive access to the street.","","none","{}","","","","","","Words in Context","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:5,source_question:4"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q05","RW","1","base","5","Craft and Structure","Words in Context","RW.WIC","Words in Context","Words in Context","","1","multiple_choice","While recent scholarship has undermined claims that the works of twelfth-century Islamic philosopher Ibn Rushd were _______ other Muslim philosophers of his time, it is indisputable that his location in the Muslim-ruled area of what is now Spain meant that his works were primarily available thousands of miles west of the era’s center of Islamic thought.","Which choice completes the text with the most logical and precise word or phrase?","controversial among","antagonistic toward","imitated by","inconsequential to","D","4","Choice D is the best answer because it most logically completes the text’s discussion of the twelfth-century Islamic philosopher Ibn Rushd. As used in this context, “inconsequential to” means not significant to. According to the text, Ibn Rushd’s works were primarily available in Spain, where he lived, far from central areas of the Muslim world, a fact that could support the conclusion that his influence on Muslim contemporaries was limited. The text implies, however, that recent scholarship has shown that his works still had an impact on other Muslim philosophers of his time. This context supports the idea that his works weren’t inconsequential to Islamic thought in this period. Choice A is incorrect because the issue under consideration in the text is whether other Muslim philosophers of Ibn Rushd’s time had access to his works, not whether his works were “controversial among,” or causing dispute among, other philosophers. Choice B is incorrect. The text implies that other Muslim philosophers of Ibn Rushd’s era were aware of his works, not that they were “antagonistic toward,” or hostile toward, them. There is no suggestion that Ibn Rushd’s writings elicited hostility from his contemporaries. Choice C is incorrect because in this context, “imitated by” would mean followed as a model by. Although the text implies that Ibn Rushd’s works were at least somewhat available in regions that were at the center of Islamic thought during the period, it doesn’t specifically address in what ways his works influenced contemporary Muslim philosophers. Thus, the text doesn’t support the idea that other philosophers modeled their own works after Ibn Rushd’s works.","","none","{}","","","","","","Words in Context","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:5,source_question:5"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW.TSP","Text Structure and Purpose","Text Structure and Purpose","","1","multiple_choice","When classical pianist Martha Argerich performs, it appears as if the music is coming to her spontaneously. She’s highly skilled technically, but because of how freely she plays and her willingness to take risks, she seems relaxed and natural. Her apparent ease, however, is due to a tremendous amount of preparation. Despite Argerich’s experience and virtuosity, she never takes for granted that she knows a piece of music. Instead, she approaches the music as if encountering it for the first time and tries to understand it anew.","Which choice best states the main purpose of the text?","To provide details about how Argerich identifies which pieces of music she will perform","To assert that Argerich’s performances look effortless because of how she prepares for them","To discuss the kinds of music Argerich feels most comfortable encountering for the first time","To describe the unique way that Argerich approaches music she hasn’t performed before","B","2","Choice B is the best answer because it most accurately describes the main purpose of the text, which is to establish that pianist Martha Argerich’s performances appear easy because of her work to prepare for them. The text begins by stating that Argerich plays in such a way that it looks like the music is coming to her naturally in the moment, without planning. It goes on to point out that despite her skill and experience, Argerich works tirelessly and treats each piece of music as if it is new each time she performs it, and that it is this preparation that causes her playing to appear relaxed and natural. These details establish that the purpose of the text is to assert that Argerich’s performances look effortless because of how she prepares for them. Choice A is incorrect because the text doesn’t address how Argerich selects the music she’ll perform; instead, it describes how she approaches a piece of music in preparation for a performance. Choice C is incorrect because the text doesn’t discuss kinds of music beyond stating that Argerich is a classical pianist, and it doesn’t mention Argerich actually encountering any music for the first time; it indicates only that she approaches a piece of music she is going to perform as if she has never played it before. Choice D is incorrect because the text doesn’t mention music that Argerich is actually performing for the first time, only that Argerich approaches the pieces she performs as if they are new each time; further, the text doesn’t characterize this approach as unique, or something only Argerich does.","","none","{}","","","","","","Text Structure and Purpose","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:6,source_question:7"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q07","RW","1","base","7","Craft and Structure","Text Structure and Purpose","RW.TSP","Text Structure and Purpose","Text Structure and Purpose","","1","multiple_choice","The following text is adapted from Herman Melville’s 1855 novel Israel Potter. Israel is a young man wandering through New England during the late eighteenth century.

He hired himself out for three months; at the end of that time to receive for his wages two hundred acres of land lying in New Hampshire. [...] His employer proving false to the contract in the matter of the land, and there being no law in the country to force him to fulfil it, Israel—<u>who, however brave-hearted, and even much of a dare-devil upon a pinch, seems nevertheless to have evinced, throughout many parts of his career, a singular patience and mildness</u> —was obliged to look round for other means of livelihood than clearing out a farm for himself in the wilderness.","Which choice best describes the function of the underlined portion in the text as a whole?","It implies that Israel treasures a particular characteristic of his personality when that characteristic should usually be regarded as a flaw.","It suggests that if not for a certain aspect of his character, Israel might not have been as easily thwarted in his ambition to establish a farm.","It shows why Israel would not have been able to undertake the enormous amount of labor necessary to run a farm even if he had owned the necessary property.","It explains why, when the situation requires it, Israel is able to undertake courageous acts that others would generally avoid.","B","2","Choice B is the best answer because it best describes the function of the underlined portion in the text as a whole. The text describes the failed attempt of Israel Potter to establish a farm in New England during the late eighteenth century: according to his contract, he was to receive two hundred acres in exchange for three months’ work, but his employer then refused to fulfill the bargain and Israel had no recourse to law to obtain the land he was owed. Israel was therefore forced to find another means of supporting himself. To explain why Israel was particularly susceptible to his employer’s dishonesty, the underlined portion states that though Israel was “brave-hearted, and even much of a dare-devil upon a pinch,” he also possessed “a singular patience and mildness.” In other words, Israel could be courageous in certain circumstances, but he was usually meek and disinclined to argument, from which it is reasonable to infer that Israel was often taken advantage of. Thus, the underlined portion suggests that if not for a certain aspect of his character, Israel might not have been as easily thwarted in his ambition to establish a farm. Choice A is incorrect because although the underlined portion describes aspects of Israel’s personality, it does not address how he feels about his own personality. Choice C is incorrect because the underlined portion addresses Israel’s occasional courage and frequent meekness but does not address whether he would have the skills and resolve necessary to operate a farm if he owned sufficient property. Choice D is incorrect. Though the underlined portion does indicate that Israel could be courageous in certain circumstances, it does not say that he undertook acts of courage that others avoided, but rather that he was habitually meek. Even if the underlined portion did say that Israel was more courageous than most, this would not explain why he found himself under the circumstances described in the text—that is, as a consequence of his meek nature, cheated of the property to which he had a right.","","none","{}","","","","","","Text Structure and Purpose","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:7,source_question:8"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q08","RW","1","base","8","Craft and Structure","Cross-Text Connections","RW.CTC","Cross-Text Connections","Cross-Text Connections","","1","multiple_choice","Text 1:
In 1954 George Balanchine choreographed a production of The Nutcracker, a ballet by Pyotr Ilyich Tchaikovsky. It has since become a tradition for hundreds of dance companies in North America to stage The Nutcracker each year. <u>But the show is stuck in the past, with an old-fashioned story and references, so it should no longer be produced.</u> Ballet needs to create new traditions if it wants to stay relevant to contemporary audiences.

Text 2:
The Nutcracker is outdated, but it should be kept because it’s a holiday favorite and provides substantial income for some dance companies. Although it can be behind the times, there are creative ways to update the show. For example, Debbie Allen successfully modernized the story. Her show Hot Chocolate Nutcracker combines ballet, tap, hip-hop, and other styles, and it has been gaining in popularity since it opened in 2009.","Based on the texts, how would the author of Text 2 most likely respond to the underlined claim in Text 1?","By questioning the idea that the story of The Nutcracker is stuck in the past and by rejecting the suggestion that contemporary audiences would enjoy an updated version","By agreeing that contemporary audiences have largely stopped going to see performances of The Nutcracker because it’s so old-fashioned","By pointing out that most dance companies could increase their incomes by offering modernized versions of The Nutcracker","By suggesting that dance companies should consider offering revised versions of The Nutcracker instead of completely rejecting the show","D","4","Choice D is the best answer because it reflects how the author of Text 2 would most likely respond to the underlined claim in Text 1. Text 1 begins by noting the success of The Nutcracker but then claims that the ballet is “stuck in the past” and should “no longer be produced.” Text 2 begins by conceding that The Nutcracker is indeed outdated but argues that it should continue to be performed, states that the show can be updated to include more contemporary dance styles, and provides an example of one such modernized version, Hot Chocolate Nutcracker. Hence, the author of Text 2 would most likely respond to the underlined claim in Text 1 by suggesting that dance companies should consider offering revised versions of The Nutcracker instead of completely rejecting the show. Choice A is incorrect because the author of Text 2 advocates for using creative ways to update The Nutcracker and therefore wouldn’t respond to the underlined claim by rejecting the suggestion that contemporary audiences would enjoy an updated version. Choice B is incorrect because although the authors of both texts claim that The Nutcracker is outdated, neither text suggests that contemporary audiences have largely stopped attending productions of the show. On the contrary, Text 2 states that The Nutcracker is a holiday favorite and generates substantial income for some dance companies. Choice C is incorrect because although Text 2 provides an example of a contemporized version of The Nutcracker, the text doesn’t suggest that offering modernized versions is a way to increase income for most dance companies. Rather, the author of Text 2 suggests that offering modernized versions is a way to make the ballet discussed in Text 1 feel less outdated.","","none","{}","","","","","","Cross-Text Connections","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:7,source_question:9"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW.CID","Central Ideas and Details","Central Ideas and Details","","1","multiple_choice","To understand how Paleolithic artists navigated dark caves, archaeologist Ma Ángeles Medina-Alcaide and her team tested different lighting methods in a cave in Spain using replicas of artifacts found in European caves with art. They used three different Paleolithic light sources—torches, animal-fat lamps, and fireplaces—determining that each likely had a specific purpose. For instance, the team learned that the animal-fat lamps were less useful than torches while walking because the lamps didn’t illuminate the cave floor.","Which choice best states the main idea of the text?","Medina-Alcaide and her team’s study demonstrated that fireplaces were essential to the creators of Paleolithic cave art.","Medina-Alcaide and her team discovered that Paleolithic cave artists in Spain used animal-fat lamps more often than they used torches.","Medina-Alcaide and her team were reluctant to draw many conclusions from their study because of the difficulty they had replicating light sources based on known artifacts.","Medina-Alcaide and her team tested Paleolithic light sources and learned some details about how Paleolithic artists traveled within dark caves.","D","4","Choice D is the best answer because it most accurately states the main idea of the text. The text indicates that archaeologist Mª Ángeles Medina-Alcaide and her team used replicas of Paleolithic light sources to understand how Paleolithic artists moved through dark caves. The researchers learned, for example, that torches were more helpful for moving through caves than animal-fat lamps were. Thus, the main idea of the text is that Medina-Alcaide and her team tested Paleolithic light sources and learned some details about how Paleolithic artists traveled within dark caves. Choice A is incorrect because the text doesn’t address the usefulness of fireplaces for Paleolithic cave artists; it only mentions fireplaces briefly as one of the three lighting methods the researchers tested. Choice B is incorrect because the text doesn’t discuss how often Paleolithic cave artists used each kind of light source tested. Although the text does compare animal-fat lamps with another lighting method, the point of that comparison is that animal-fat lamps were less useful than torches when walking, not that one method was used more often than another. Choice C is incorrect because the text doesn’t discuss either how difficult it was for Medina-Alcaide and her team to replicate light sources or how the team felt about drawing conclusions from their study. Instead, the text reveals that the team was able to conclude that each light source likely had a distinct purpose.","","none","{}","","","","","","Central Ideas and Details","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:8,source_question:10"
"SAT_PRACTICE_TEST_6","digital_nondigital_pdf","frompdf_6","","SAT6_RW_M1_Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW.COE","Command of Evidence","Command of Evidence","","1","multiple_choice","A student is using the table as part of a social studies class presentation on the US auto industry in the early twentieth century. The student notes that, according to the table, from 1910 to 1925 _______","Which choice most effectively uses data from the table to complete the statement?","the number of cars produced increased but the number of companies producing cars decreased.","both the number of cars produced and the number of companies producing cars remained unchanged.","the number of cars produced decreased but the number of companies producing cars remained unchanged.","both the number of cars produced and the number of companies producing cars increased.","A","1","Choice A is the best answer because it most effectively uses data from the table to complete the statement about the US auto industry in the early twentieth century. The table shows the number of cars produced annually and number of companies producing cars in the United States between 1910 and 1925 in increments of five years. According to the table, the number of cars produced consistently increased from one increment to the next, going from 123,990 cars in 1910 to 3,185,881 cars in 1925. At the same time, the table shows that the number of companies producing cars consistently decreased, going from 320 companies in 1910 to only 80 companies in 1925. Thus, the table shows that the number of cars produced increased from 1910 to 1925, even as the number of companies producing cars decreased. Choice B is incorrect. The table shows that the number of cars produced in the US increased, going from 123,990 in 1910 to 3,185,881 in 1925, instead of remaining unchanged, and the table also shows that the number of companies producing cars decreased from 320 to 80 instead of remaining unchanged. Choice C is incorrect because the table indicates that the number of cars produced consistently increased from 1910 to 1925, going from 123,990 cars to 3,185,881 cars, instead of decreasing; moreover, the table shows that the number of companies producing cars from 1910 to 1925 declined from 320 to 80 instead of remaining unchanged. Choice D is incorrect because the table indicates that the number of companies producing cars consistently decreased from 1910 to 1925, going from 320 companies to only 80 companies.","","table","{}","| Year | Number of cars produced | Number of companies producing cars |
|---:|---:|---:|
| 1910 | 123,990 | 320 |
| 1915 | 548,139 | 224 |
| 1920 | 1,651,625 | 197 |
| 1925 | 3,185,881 | 80 |","","","","","Command of Evidence","","import,pdf,section:RW,source:sat-practice-test-6-digital.pdf,page:8,source_question:11"
