"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-01","RW","1","base","1","Craft and Structure","Words in Context","RW.WIC","Words in Context","direct meaning","Easy","1","multiple_choice","When preparing a show of early sketchbooks, the curator did not try to make every page look polished. She kept several spare drawings in the display because their simple lines revealed how the artist first worked out a figure's posture.","As used in the text, ""spare"" most nearly means","simple and unadorned","available for future use","generous in amount","extra and unnecessary","A","1","In context, the drawings are valued for their simple lines, so ""spare"" means simple and unadorned. The other choices use meanings that do not fit the display.","75","none","{}","","","multiple_choice","","","Words in Context","direct meaning","rw,passage:R003,arch:RW_WIC_001,sim:rw_words_in_context_cause_effect,fp:2c74e4287ae6,wic,target:spare,family:direct_meaning"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-02","RW","1","base","2","Craft and Structure","Words in Context","RW.WIC","Words in Context","contextual function","Medium","1","multiple_choice","The museum's catalog calls the new labeling system tentative. That word matters because curators are still receiving donation records that may change where several objects are placed in the collection.","Why does the author use ""tentative"" when describing the labeling system?","To suggest that the system has already been proven inaccurate","To argue that the curators should abandon labels altogether","To imply that the objects no longer belong in the collection","To show that the system is useful but still open to revision","D","4","The labels are in use, but new records may change them. ""Tentative"" therefore signals usefulness with continued openness to revision.","75","none","{}","","","multiple_choice","","","Words in Context","contextual function","rw,passage:R009,arch:RW_WIC_002,sim:rw_words_in_context_purpose_sentence,fp:d10991c7b4df,wic,target:tentative,family:claim_function"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-03","RW","1","base","3","Craft and Structure","Words in Context","RW.WIC","Words in Context","contextual function","Medium","1","multiple_choice","Before redesigning the plaza, the planning team mapped the informal paths people had worn across the grass. The map did not tell the planners what the paths should be; it showed where pedestrians were already choosing to walk.","Which choice best describes the function of ""mapped"" in the passage?","It suggests that the team invented new routes for pedestrians to try.","It emphasizes that the team measured the grass only after construction ended.","It indicates that the team documented existing routes before proposing changes.","It shows that the team ignored how people actually used the plaza.","C","3","The team recorded informal paths already made by pedestrians. Thus ""mapped"" indicates documentation of existing routes, not invention or disregard.","75","none","{}","","","multiple_choice","","","Words in Context","contextual function","rw,passage:R015,arch:RW_WIC_003,sim:rw_words_in_context_word_function,fp:5dc24a510371,wic,target:mapped,family:relation_function"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW.TSP","Text Structure and Purpose","organization","Medium","1","multiple_choice","At first, divers restoring eelgrass meadows scattered loose seed over sandy patches, but currents often carried the seed away. Later, the team anchored small mats of seedlings to the seafloor. After two seasons, the anchored areas held more plants and trapped more sediment than the seeded areas had.","Which choice best describes the overall structure of the text?","It lists several unrelated causes of seafloor erosion and ranks them from least to most severe.","It contrasts an early restoration method with a later one and explains why the later method was more effective.","It describes a debate among divers and then argues that neither side had evidence.","It compares two marine species and explains why one grows faster than the other.","B","2","The text first presents the loose-seed method, then presents the anchored-mat method and evidence that it worked better.","75","none","{}","","","multiple_choice","","","Text Structure and Purpose","organization","rw,passage:R045,arch:RW_TSP_001,sim:rw_text_structure_and_purpose_purpose_sentence,fp:ea059a13b1d2"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW.TSP","Text Structure and Purpose","organization","Medium","1","multiple_choice","Many readers assume that the poet's crossed-out lines show indecision. In the draft notebook, however, each deletion removes an abstract phrase and leaves a sharper image in its place. The pattern suggests not hesitation but a steady effort to make the poem more concrete.","How does the text develop its claim about the poet's revisions?","It narrates the poet's childhood and connects that history to one finished poem.","It defines a technical term and then gives several unrelated examples of it.","It praises the poet's final draft while dismissing notebooks as unimportant.","It presents a common interpretation, introduces evidence that challenges it, and offers a more precise reading.","D","4","The text begins with a common assumption, counters it with notebook evidence, and ends with a refined interpretation of the revisions.","75","none","{}","","","multiple_choice","","","Text Structure and Purpose","organization","rw,passage:R051,arch:RW_TSP_002,sim:rw_text_structure_and_purpose_word_function,fp:be12dd4b825b"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW.TSP","Text Structure and Purpose","purpose","Medium","1","multiple_choice","When rain began leaking through the market roof, the tea seller moved her kettle inside a bookshop doorway. Customers who had previously hurried past now waited among the shelves while their cups steeped. Within weeks, the shop owner began setting out a small table for both tea and used books.","Which choice best describes the main purpose of the text?","To trace a practical adjustment and show how it produced an unexpected social effect","To argue that outdoor markets should be replaced by permanent bookstores","To explain the chemistry that makes tea steep at different temperatures","To compare several bookshop owners' approaches to advertising","A","1","A temporary move because of rain leads to customers lingering in the bookshop and to a new shared table, an unexpected social effect.","75","none","{}","","","multiple_choice","","","Text Structure and Purpose","purpose","rw,passage:R057,arch:RW_TSP_003,sim:rw_text_structure_and_purpose_revision_goal,fp:c624aed597d8"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW.CTC","Cross-Text Connections","relationship","Medium","1","multiple_choice","Text 1: Local history podcasts can make archives feel less remote. When residents hear a neighbor narrate a diary entry or explain an old map, they often recognize that the past is connected to familiar streets. Text 2: Audio projects can broaden access to archives, but they should not treat every discovered document as self-explanatory. Without careful sourcing and context, a vivid story may leave listeners with a mistaken impression.","Based on the texts, how would the author of Text 2 most likely respond to the claim in Text 1?","By arguing that maps and diaries should be removed from local archives","By agreeing that podcasts can broaden access while emphasizing that careful sourcing and context are still needed","By denying that residents can learn anything from a neighbor's narration","By claiming that audio projects are useful only when they avoid historical documents","B","2","Text 2 accepts that audio projects can broaden access, but it qualifies that benefit by stressing sourcing and context.","75","none","{}","","","multiple_choice","","","Cross-Text Connections","relationship","rw,passage:R006,arch:RW_CTC_001,sim:rw_cross_text_connections_word_function,fp:93e09d4513d1"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW.CID","Central Ideas and Details","central idea","Easy","1","multiple_choice","Thin biological crusts often form on desert dunes when tiny organisms bind grains of sand together. Although a boot print can break the crust, undisturbed crusts can reduce wind erosion and help the dune surface hold its shape after storms.","Which choice best states the main idea of the text?","Desert dunes change shape only when storms are unusually strong.","Boot prints are the primary cause of all wind erosion in deserts.","Tiny organisms prevent every kind of damage to sandy environments.","Thin biological crusts can stabilize dune surfaces even though they are easily damaged.","D","4","The text explains both the benefit of crusts, stabilizing dunes, and their vulnerability to disturbance.","75","none","{}","","","multiple_choice","","","Central Ideas and Details","central idea","rw,passage:R001,arch:RW_CID_001,sim:rw_central_ideas_and_details_main_claim,fp:fa3ef6411a0b"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW.CID","Central Ideas and Details","central idea","Easy","1","multiple_choice","A museum tested quiet visiting hours on Saturday mornings. During those hours, visitors who reported sensitivity to noise spent more time in the sculpture wing, a space they had often skipped during regular crowded hours.","Which choice best summarizes the text?","Offering quieter conditions can change which areas of a museum some visitors are willing to explore.","Museums should close sculpture wings during the busiest visiting hours.","Visitors who are sensitive to noise prefer paintings to sculptures in every museum.","Saturday morning visitors spend less time in museums than weekday visitors do.","A","1","The text says quieter hours led noise-sensitive visitors to spend more time in a wing they often skipped before.","75","none","{}","","","multiple_choice","","","Central Ideas and Details","central idea","rw,passage:R007,arch:RW_CID_002,sim:rw_central_ideas_and_details_supporting_detail,fp:7db19c6f6d92"
"SAT_RW_5","rw_section_v5","rw_batch_5","Full Range","SAT-RW5-M1-10","RW","1","base","10","Information and Ideas","Command of Evidence","RW.COE","Command of Evidence","supporting finding","Medium","1","multiple_choice","Biologists studying a rare lamprey used environmental DNA, or eDNA, from stream water to estimate where the fish might be present. They argued that eDNA readings could help decide where to conduct more time-consuming net surveys.","Which finding, if true, would most directly support the biologists' argument?","Several streams with no lamprey eDNA contained many other fish species.","The equipment used for net surveys was more expensive than the equipment used for collecting water samples.","Lamprey eDNA breaks down quickly in warm water when no additional samples are collected.","Streams with the highest lamprey eDNA readings were also the streams where later net surveys captured the most lampreys.","D","4","If high eDNA readings correspond to later lamprey captures, eDNA can guide where net surveys should be conducted.","75","none","{}","","","multiple_choice","","","Command of Evidence","supporting finding","rw,passage:R002,arch:RW_COE_001,sim:rw_command_of_evidence_supporting_detail,fp:23c3be14ccd8"
