"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q01","RW","1","base","1","Craft and Structure","Words in Context","RW_WIC_002","Determine meaning or function of a word/phrase in context","contextual_meaning","Easy","1","multiple_choice","Biologists tracking a coastal tern colony recorded every nest failure during two breeding seasons. Because storms destroyed several monitoring cameras, the researchers avoided making broad claims about the entire colony. They did, however, note that nests sheltered by low dunes survived more often than exposed nests. In their report, the team reserved its strongest conclusion until a third season of observations could confirm that the pattern was not a short-lived effect of unusual weather. The missing camera footage also prevented the team from comparing all nesting sites equally.","Which choice best states the meaning of “reserved” as used in the text?","booked for a particular use","protected from outside interference","expressed with formal politeness","held back for later consideration","D","4","“Reserved” means that the researchers withheld their strongest conclusion until more evidence was available. The other choices reflect common senses of the word but do not fit the report-writing context.","75","none","{}","","","","","","Words in Context","","rw,passage:R123,arch:RW_WIC_002,sim:rw_words_in_context_purpose_sentence,fp:d8623d533dbbf4b8,surf:SURF_RW_WIC_002,wic,hard_vocab,vocab:HV_018,tier:V3,target:reserve,wic_family:direct_meaning,wicarch:WIC_DIRECT_MEANING_01"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q02","RW","1","base","2","Craft and Structure","Words in Context","RW_WIC_007","Determine meaning or function of a word/phrase in context","claim_function","Medium","1","multiple_choice","A neighborhood survey found that residents who visited a new public plaza at least twice a week reported feeling more connected to nearby businesses. The survey did not track whether those residents already knew local shop owners, and participation was voluntary. For that reason, the analysts framed the finding as a promising association rather than proof that the plaza itself caused stronger commercial ties. They recommended a follow-up study that would compare residents’ attitudes before and after similar plazas opened.","In the text, the word “framed” mainly serves to do what?","Suggest that the analysts altered the survey data to make the plaza appear successful.","Indicate that the analysts placed the result within a physical display for residents to inspect.","Emphasize that the survey measured only the design and borders of the public plaza.","Present the survey result as a cautious interpretation rather than a settled causal conclusion.","D","4","The sentence uses “framed” to describe how the analysts characterized the finding. The limitations lead them to present it cautiously, not as causal proof.","75","none","{}","","","","","","Words in Context","","rw,passage:E131,arch:RW_WIC_007,sim:rw_words_in_context_verb_pronoun_agreement,fp:ed17784852e27e9e,surf:SURF_RW_WIC_007,wic,hard_vocab,vocab:HV_005,tier:V3,target:frame,wic_family:claim_function,wicarch:WIC_CLAIM_FUNCTION_01"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q03","RW","1","base","3","Craft and Structure","Words in Context","RW_WIC_005","Determine meaning or function of a word/phrase in context","contextual_meaning","Easy","1","multiple_choice","Engineers testing a new ceramic glaze fired identical tiles at three temperatures. At the lowest temperature, the surface remained rough; at the highest, the glaze ran toward the tile edges. The middle setting yielded a smooth finish on most samples without distorting their shapes. Although the team planned to test more colors, it selected the middle setting for the next production trial because that setting had produced the most consistent initial results. Repeating the trial helped the engineers separate a stable temperature effect from random variation among individual tiles.","As used in the text, “yielded” most nearly means","produced","surrendered","bent under pressure","allowed passage","A","1","In context, the middle setting “yielded” a smooth finish, meaning that it produced that result. The other options are different senses of “yield” that do not fit the experiment.","75","none","{}","","","","","","Words in Context","","rw,passage:R039,arch:RW_WIC_005,sim:rw_words_in_context_logical_link,fp:f4d1babe66b29445,surf:SURF_RW_WIC_005,wic,hard_vocab,vocab:HV_004,tier:V3,target:yield,wic_family:direct_meaning,wicarch:WIC_DIRECT_MEANING_01"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW_TSP_012","Analyze structure or purpose","overall_structure","Medium","1","multiple_choice","For years, biologists assumed that bright streetlights disrupted urban owls mainly by making the birds easier for predators to see. A new study paired light sensors with recordings of owl calls and counts of nocturnal insects. Owls called less often near bright lamps, but the decline closely tracked a drop in moth activity rather than changes in predator sightings. The researchers therefore propose that artificial light may affect the owls indirectly by reducing the availability of prey, though they caution that predation could still matter in some neighborhoods.","Which choice best describes the overall structure of the text?","It presents a common explanation, introduces evidence that complicates it, and offers a revised explanation with a qualification.","It lists several unrelated effects of streetlights and ranks them from least to most harmful.","It describes a research method, argues that the method was unreliable, and proposes abandoning the study.","It contrasts owl behavior in cities and forests before claiming that the two settings are essentially identical.","A","1","The text begins with the prevailing predation explanation, reports evidence linking owl calls to moth activity, and proposes an indirect prey-based explanation while preserving a limited role for predation.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R147,arch:RW_TSP_012,sim:rw_text_structure_and_purpose_cause_effect,fp:ed2094015b2b7340,surf:SURF_RW_TSP_012"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW_TSP_008","Analyze structure or purpose","narrative_structure","Medium","1","multiple_choice","Mara set the unopened letter beside the bread tin and began polishing the kitchen table, though the wood already shone. She straightened the chairs, folded the dish towel twice, and checked the clock each time the minute hand moved. Outside, the postman’s bicycle bell faded down the street. At last, Mara carried the letter to the window, where the afternoon light made the handwriting unmistakable. She smiled, not because she knew what the letter said, but because she had finally decided she was ready to read it.","How is the text mainly organized?","It alternates between Mara’s memories and the postman’s account of delivering the letter.","It follows Mara’s delaying actions before revealing the decision those actions help her reach.","It explains how Mara cleans the kitchen and then argues that polishing furniture is unnecessary.","It presents the contents of the letter first and then describes Mara’s surprise at receiving it.","B","2","The sequence of small chores shows Mara postponing the moment of reading. The final sentence reveals that the delay ends when she decides she is ready.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:E021,arch:RW_TSP_008,sim:rw_text_structure_and_purpose_evidence_based_inference,fp:b622e078e64dbb69,surf:SURF_RW_TSP_008"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW_TSP_001","Analyze structure or purpose","example_function","Medium","1","multiple_choice","Seed banks preserve crop varieties that farmers may no longer grow widely, but their value is not limited to storing rare plants. When a new blight threatened potatoes in one Andean valley, breeders examined dozens of locally preserved varieties and found several with partial resistance. Crossing those plants with high-yield varieties produced lines that tolerated the disease better. The episode illustrates why maintaining genetic diversity can be practical: traits that seem unimportant under ordinary conditions may become useful when climates, pests, or farming needs change.","What is the main purpose of the example involving the Andean potato varieties?","To prove that every crop disease can be eliminated through crossbreeding","To explain why high-yield potato varieties are always less valuable than local varieties","To show that seed banks should preserve only plants with known disease resistance","To illustrate how preserved genetic diversity can provide useful traits when conditions change","D","4","The example supplies a concrete case in which stored variation became useful after a new disease appeared, supporting the broader claim about the practical value of genetic diversity.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R081,arch:RW_TSP_001,sim:rw_text_structure_and_purpose_purpose_sentence,fp:a99f1da959f74781,surf:SURF_RW_TSP_001"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW_CTC_006","Compare claims across paired texts","qualification_relation","Medium","1","multiple_choice","Text 1: Cities seeking relief from summer heat should prioritize neighborhoods with the least tree canopy. Satellite maps can identify these areas quickly, and adding trees there can lower surface temperatures while distributing public investment more fairly. Because canopy percentage is easy to measure across an entire city, it offers officials a clear basis for deciding where planting funds should go. Text 2: Canopy percentage is useful, but it does not reveal when or where people actually receive shade. A block with several mature trees may still expose a bus stop to direct afternoon sun, while a block with fewer trees may shade its busiest sidewalk. Planting plans should therefore combine canopy maps with street-level observations of pedestrian routes and shade at different times of day.","Based on the texts, how would the author of Text 2 most likely respond to Text 1’s proposed use of canopy maps?","Canopy maps are too inaccurate to play any role in decisions about urban tree planting.","Neighborhoods with little canopy should receive less funding because young trees create almost no shade.","Canopy maps are a useful starting point, but they should be supplemented with observations of where people need shade.","Street-level observations are useful only after every neighborhood has reached the same canopy percentage.","C","3","Text 2 accepts canopy percentage as useful but argues that it cannot by itself show whether shade reaches people at relevant places and times.","90","none","{}","","","","","","Cross-Text Connections","","rw,passage:R030,arch:RW_CTC_006,sim:rw_cross_text_connections_paired_text_relation,fp:c37ed9d2fbc86289,surf:SURF_RW_CTC_006"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW_CID_001","Identify main idea, key detail, or summary","main_claim","Medium","1","multiple_choice","Restoration crews often dig straight channels through damaged tidal marshes to move water efficiently. Ecologist Lena Ortiz’s team instead reopened several winding historical channels visible in old aerial photographs. Water moved more slowly through the restored bends, allowing sediment to settle and young marsh plants to establish. After two years, the winding-channel plots had denser vegetation and fewer eroded banks than nearby straight-channel plots. The researchers caution that storms and local soil conditions also influence outcomes, but they argue that channel shape deserves more attention in marsh restoration plans.","Which choice best states the central idea of the text?","Straight channels are always the primary cause of erosion in every tidal marsh.","Old aerial photographs are more reliable than current field measurements for planning restoration.","Storms have little effect on restored marshes once young plants become established.","Recreating winding historical channels may improve marsh restoration by slowing water and encouraging plant establishment.","D","4","The passage connects winding channels with slower water, sediment deposition, denser vegetation, and less erosion, while acknowledging other factors.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:R001,arch:RW_CID_001,sim:rw_central_ideas_and_details_main_claim,fp:8b66d51155e41a52,surf:SURF_RW_CID_001"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW_CID_004","Identify main idea, key detail, or summary","best_summary","Medium","1","multiple_choice","When a new supermarket opened across the road, Mr. Ilyas considered replacing the hand-painted sign above his small grocery. The sign’s gold letters had faded, and one corner creaked in the wind. Yet customers still pointed to it when giving directions, and children recognized the painted orange before they could read. Mr. Ilyas hired a carpenter to reinforce the frame and a student artist to restore the color. He also added a small board below it listing online orders, preserving the old landmark while adapting the shop to a new way of serving customers.","Which choice best summarizes the text?","Mr. Ilyas removes an unsafe sign because customers can no longer recognize his store.","Mr. Ilyas updates his business while preserving a sign that remains meaningful to the community.","A supermarket hires a student artist to design a new sign for a nearby grocery.","Mr. Ilyas refuses to change any aspect of his grocery despite competition from a larger store.","B","2","Mr. Ilyas repairs the familiar sign and adds information about online orders, combining continuity with adaptation.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:E010,arch:RW_CID_004,sim:rw_central_ideas_and_details_cause_effect,fp:1bd26ee729c213b9,surf:SURF_RW_CID_004"
"SAT_RW_44","RW.44","RW44","1200-1600","SAT_RW_44_M1_Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW_COE_001","Use textual or quantitative evidence","quantitative_evidence","Medium","1","multiple_choice","Researchers planted flower strips of three widths beside otherwise similar vegetable plots. Each strip contained the same mix of flowering species, and observers counted bee visits during the same morning hours for six clear days. The researchers predicted that wider strips would attract more bees because they would present a larger, more visible patch of resources. The table reports the average number of visits per hour for each width. Other factors, such as nearby nesting sites, were not manipulated in this small trial.","Which choice most effectively uses data from the table to support the researchers’ prediction?","The 4-meter strips averaged 47 visits per hour, compared with 18 visits per hour for the 1-meter strips.","The 2-meter strips averaged 29 visits per hour, exactly twice the average for the 1-meter strips.","The 1-meter strips received more visits per hour than the 4-meter strips did.","All three strip widths received the same average number of bee visits per hour.","A","1","The predicted pattern is that wider strips receive more visits. The comparison between 47 visits for 4-meter strips and 18 for 1-meter strips directly supports that pattern.","90","table","{}","| Flower-strip width | Bee visits per hour |
|---|---:|
| 1 meter | 18 |
| 2 meters | 29 |
| 4 meters | 47 |","","","","","Command of Evidence","","rw,passage:R095,arch:RW_COE_001,sim:rw_command_of_evidence_supporting_detail,fp:d13d94ee26b44476,surf:SURF_RW_COE_001"
