"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q01","RW","1","base","1","Craft and Structure","Words in Context","RW_WIC_005","Determine meaning or function of a word/phrase in context","direct_meaning","Easy","1","multiple_choice","Hydrologists comparing glacier-fed rivers noticed that spring runoff was arriving earlier than it had two decades before. At first, the shift seemed to support a simple explanation: warmer air was melting snow sooner. Yet satellite images showed that several monitored glaciers had also lost enough ice to expose darker rock, which absorbs more sunlight than snow. In addition, precipitation records indicated that some valleys received a larger share of winter moisture as rain rather than snow. The researchers therefore offered a qualified explanation of the earlier runoff pattern. They concluded that warmer conditions were clearly involved, while emphasizing that changing snow cover, exposed rock, and winter precipitation could alter runoff in different proportions from one valley to another. The measurements support a regional trend toward earlier flow, but they do not justify assigning the same single cause or effect size to every watershed.","As used in the text, ""qualified"" most nearly means","formally authorized.","professionally trained.","fully confirmed.","limited by stated reservations.","D","4","The historian accepts the broad trend but cautions that several changing conditions prevent a single uniform causal estimate. Thus ""qualified"" means limited by reservations. A and B use common senses of qualified that do not fit an interpretation, and C conflicts with the stated uncertainty.","75","none","{}","","","","","","Words in Context","","passage:R111;arch:WIC_DIRECT_MEANING_01;base_arch:RW_WIC_005;sim:wic_direct_meaning;surface_arch:SURF_RW_WIC_005;profile:d1;wic;family:direct_meaning;target:qualified;hard_vocab;vocab:HV_113;tier:V3;fp:9e45f713039a;sfp:9e45f713039a"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q02","RW","1","base","2","Craft and Structure","Words in Context","RW_WIC_007","Determine meaning or function of a word/phrase in context","claim_function","Medium","1","multiple_choice","Conservation biologists surveying a coastal wetland mapped where nesting birds foraged during the weeks after chicks hatched. Birds using areas near newly restored pools returned to their nests with food slightly more often than birds using older channels. The difference, however, appeared mainly on mornings when tides left the restored pools shallow enough for small fish to concentrate near the surface. On higher-tide mornings, the two groups foraged at similar rates. The team tentatively linked the restored pools to improved feeding opportunities rather than claiming that restoration had increased food availability throughout the wetland. Their wording reflected the limited pattern: the benefit depended on tide height and was measured over only one breeding season. Additional seasons could reveal whether the same advantage persists when fish abundance, storm frequency, and vegetation cover differ from the conditions observed overall in the study.","Which choice best describes the function of ""tentatively"" in the text?","It marks the proposed causal link as provisional because the observations do not isolate restoration from other changing conditions.","It indicates that the researchers doubt whether the restored pools were ever used by feeding birds.","It emphasizes that tide height was measured less accurately than bird foraging frequency was.","It presents the restored pools as a temporary intervention that the researchers expect to remove.","A","1","The observations show a conditional association, not an isolated causal effect, so ""tentatively"" limits the certainty of the causal link. B overstates doubt about use of the pools, C invents a measurement problem, and D misreads the study design.","75","none","{}","","","","","","Words in Context","","passage:R099;arch:WIC_CLAIM_FUNCTION_01;base_arch:RW_WIC_007;sim:wic_claim_function;surface_arch:SURF_RW_WIC_007;profile:d2;wic;family:claim_function;target:tentatively;fp:fd0fc358791c;sfp:fd0fc358791c"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q03","RW","1","base","3","Craft and Structure","Words in Context","RW_WIC_009","Determine meaning or function of a word/phrase in context","precision_effect","Medium","1","multiple_choice","At a regional museum, curators tested two versions of labels beside unfamiliar ceramic vessels. One version gave a short date and place of origin. The other added a brief explanation of how researchers inferred a vessel's use from soot, wear, and residue. Visitors wearing eye-tracking glasses spent about the same total time at each display, but those reading the explanatory labels returned more often from the object to the label and later recalled more details about manufacturing. The added text did not increase recall for dates. The curators concluded that the labels improved learning selectively. Visitors connected visible features with interpretations more consistently and successfully, yet they did not remember every fact on the card better. This distinction mattered when the museum revised the labels, because staff wanted to preserve concise dates while expanding only the explanations that supported close looking.","What does ""selectively"" add to the curators’ conclusion?","It suggests that the explanatory labels affected visitors only when the displays contained ceramic objects.","It limits the improvement to particular kinds of learning rather than claiming that every type of information was remembered better.","It indicates that the curators chose which visitors would receive the more detailed labels.","It implies that the labels were shortened because visitors ignored most of the information on them.","B","2","Recall improved for manufacturing details but not for dates, so ""selectively"" narrows the claim to some learning outcomes. A restricts the finding to object type without evidence, C confuses selective improvement with participant assignment, and D contradicts the reason given for revision.","75","none","{}","","","","","","Words in Context","","passage:R033;arch:WIC_PRECISION_EFFECT_01;base_arch:RW_WIC_009;sim:wic_precision_effect;surface_arch:SURF_RW_WIC_009;profile:d2;wic;family:precision_effect;target:selectively;fp:27910ce6f3d7;sfp:27910ce6f3d7"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW_TSP_001","Analyze structure or purpose","purpose_sentence","Easy","1","multiple_choice","Engineers designing a low-cost sensor for city trees needed a way to estimate when roots were becoming too dry. Their prototype measured slight changes in trunk diameter, which can shrink during hot afternoons even when soil moisture remains adequate. To separate ordinary daily contraction from drought stress, the team compared trunk measurements with soil probes and overnight recovery. <u>When a tree regained nearly all of its morning diameter by dawn, the researchers treated the daytime shrinkage as temporary; when recovery remained incomplete for several nights, they flagged the site for inspection.</u> The study then reports a trial in which this combined rule identified dry plots earlier than weekly visual checks did. Rather than relying on a single afternoon reading, the method uses the tree's pattern of recovery to interpret that reading. The researchers suggest that inexpensive trunk sensors could therefore help crews decide where limited watering visits are most urgent.","Which choice best describes the function of the underlined portion in the text?","It states the comparison rule the researchers used to distinguish ordinary daily contraction from a possible sign of drought stress.","It provides evidence that weekly visual inspections detected dry sites earlier than trunk sensors did.","It explains why soil probes were removed from the study after the first measurements were collected.","It identifies a limitation that prevents overnight trunk recovery from being compared across different trees.","A","1","The underlined sentence defines how recovery by dawn versus incomplete recovery over several nights was interpreted. B reverses the reported trial result, C is not stated, and D invents a comparability problem.","75","none","{}","","","","","","Text Structure and Purpose","","passage:R051;arch:RW_TSP_001;sim:rw_text_structure_and_purpose_purpose_sentence;surface_arch:SURF_RW_TSP_001;profile:d1;fp:0603a1026632;sfp:0603a1026632"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW_TSP_004","Analyze structure or purpose","logical_link","Medium","1","multiple_choice","Researchers studying digital and printed textbooks asked students to read the same short science chapter in one of two formats. Students using paper placed small tabs beside passages they expected to revisit, while students using tablets could mark digital bookmarks. Both groups later answered similar numbers of factual questions correctly. Their review behavior differed, however: paper readers tended to return to clustered pages, whereas tablet readers jumped among more widely separated sections. The report first presents these navigation patterns and then examines whether either pattern predicted performance on questions requiring connections across the chapter. Students who revisited related sections together performed somewhat better on those questions regardless of format. Taken together, these results make a simple print-versus-screen contrast less informative than the shared pattern of clustered review. Format shaped navigation, but navigation pattern was more closely associated with integrative comprehension.","Which choice best describes the overall structure of the text?","It contrasts two textbook formats, rejects the performance data from both, and recommends replacing them with a third format.","It describes a navigation difference, argues that this difference proves format determines comprehension, and then dismisses reading strategy as irrelevant.","It reports format-related differences in review behavior and then shifts to evidence that a reading strategy found across formats better predicts integrative comprehension.","It lists several student study habits and then explains why factual recall is a more reliable outcome than questions requiring connections.","C","3","The passage first compares navigation in print and digital formats, then focuses on clustered review across both groups as the stronger predictor of integrative comprehension. A invents a third format, B reverses the conclusion, and D misstates the emphasis of the final evidence.","75","none","{}","","","","","","Text Structure and Purpose","","passage:R141;arch:RW_TSP_004;sim:rw_text_structure_and_purpose_logical_link;surface_arch:SURF_RW_TSP_004;profile:d2;fp:dc0fd6ef1e74;sfp:dc0fd6ef1e74"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW_TSP_011","Analyze structure or purpose","contrast","Medium","1","multiple_choice","Marine ecologists placed sound recorders and fish counters near seagrass beds that differed in exposure to boat traffic. The opening section of their report establishes that the loudest sites were also close to deeper navigation channels, where water movement differed from that at quieter sites. The researchers then describe a weekend boating restriction that temporarily reduced engine noise without changing the channels themselves. During restricted hours, several fish species entered the previously noisy beds more often, while counts at already quiet beds changed little. The authors next consider whether reduced noise, altered human presence, or both could explain the shift. They close by noting that the study measured short-term habitat use rather than reproduction or long-term population growth. This sequence uses the temporary restriction as a natural comparison, then narrows the ecological claim to the behavior the counters directly recorded.","Why does the text end by distinguishing short-term habitat use from reproduction or population growth?","To argue that fish counts near navigation channels are too unreliable to support any comparison between noisy and quiet sites.","To introduce a second experiment that measured breeding success after the boating restriction ended.","To limit the conclusion to the behavior directly measured and avoid extending it to longer-term ecological outcomes.","To show that reproduction, rather than engine noise, explains why fish entered the seagrass beds during restricted hours.","C","3","The final distinction narrows the scope from recorded habitat use to what the study actually measured. A rejects usable evidence without basis, B describes an experiment that is not in the passage, and D turns an unmeasured outcome into a causal explanation.","75","none","{}","","","","","","Text Structure and Purpose","","passage:R021;arch:RW_TSP_011;sim:rw_text_structure_and_purpose_contrast;surface_arch:SURF_RW_TSP_011;profile:d2;fp:2dfd09a4e285;sfp:2dfd09a4e285"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW_CTC_006","Compare claims across paired texts","paired_text_relation","Medium","1","multiple_choice","Text 1:
Psychologists studying memory often find that learners remember material longer when reviews are spaced apart rather than clustered in one session. One explanation is that a delayed review requires greater effort to retrieve an answer. That effort can strengthen later access, so a review that feels somewhat difficult may produce more durable learning than an immediate repetition.

Text 2:
A classroom study compared spaced reviews of vocabulary pairs at two difficulty levels. Spacing improved later recall for pairs students had partly learned, but very long gaps hurt recall for unfamiliar pairs because many students could not retrieve the answer at all. Providing a brief hint restored much of the spacing benefit. The researchers conclude that productive retrieval difficulty has limits: a delay can help when learners can still reconstruct the answer, but a gap that causes complete retrieval failure may need support.","Based on the texts, how would the researchers in Text 2 most likely respond to the explanation presented in Text 1?","They would reject it because spaced review improved recall only when students received no hints.","They would qualify it by arguing that retrieval difficulty can help only when the learner can still recover the answer, possibly with limited support.","They would agree that greater retrieval difficulty is beneficial and add that the longest possible delay should therefore be used.","They would argue that spacing matters only for unfamiliar material and has little effect on partly learned material.","B","2","Text 2 accepts the value of retrieval difficulty but shows that difficulty becomes unproductive when retrieval fails completely; hints can restore the benefit. A reverses the hint result, C ignores the limit identified in Text 2, and D reverses which item type benefited from spacing.","75","none","{}","","","","","","Cross-Text Connections","","passage:R012;arch:RW_CTC_006;sim:rw_cross_text_connections_paired_text_relation;surface_arch:SURF_RW_CTC_006;profile:d2;fp:fe68b9b423c6;sfp:fe68b9b423c6"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW_CID_001","Identify main idea, key detail, or summary","main_claim","Easy","1","multiple_choice","A transit agency preparing to expand its electric-bus fleet compared two charging schedules. Under the first, buses plugged in immediately after returning to the depot. Under the second, software delayed some charging until later in the night, when fewer vehicles needed power at once. Both schedules supplied enough energy for the next morning's routes, and total electricity use differed little. The delayed schedule, however, reduced the depot's highest fifteen-minute power demand by nearly a third. That reduction matters because the utility charges the agency partly according to its peak demand, not just its total energy use. The planners therefore argue that fleet expansion does not necessarily require charging every bus as soon as it arrives. Coordinating when vehicles draw power can increase the number of buses a depot supports without a proportional increase in the facility's maximum existing electrical load.","Which choice best states the main idea of the text?","Coordinating when electric buses charge can reduce a depot’s peak power demand without reducing the energy available for scheduled routes.","Electric-bus depots can lower total electricity use only by delaying every vehicle’s charging until late at night.","Utilities should replace peak-demand charges with fees based entirely on a transit agency’s total monthly energy use.","Buses charged immediately after returning to the depot receive more energy than buses charged according to a delayed schedule.","A","1","Both schedules supplied enough energy, but coordinated delayed charging reduced peak demand. B incorrectly claims a reduction in total energy and requires delaying every bus, C is a policy recommendation absent from the text, and D contradicts the finding that both schedules met route needs.","75","none","{}","","","","","","Central Ideas and Details","","passage:R090;arch:RW_CID_001;sim:rw_central_ideas_and_details_main_claim;surface_arch:SURF_RW_CID_001;profile:d1;fp:de0238cea50e;sfp:de0238cea50e"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW_CID_003","Identify main idea, key detail, or summary","contrast","Medium","1","multiple_choice","Marine biologists tested two methods for restoring damaged coral patches: attaching many small coral fragments close together and spacing the same number of fragments farther apart. During the first three months, tightly clustered fragments lost less tissue after strong waves, perhaps because neighboring pieces reduced direct exposure. By the end of the year, however, some dense clusters showed slower growth where algae accumulated between fragments. Widely spaced fragments experienced more early breakage but less algal buildup later. Overall survival after twelve months was similar between the two arrangements, though the reasons for loss differed over time. The researchers conclude that spacing affects which risks dominate at different stages of restoration rather than producing one consistently superior pattern. A design that protects new fragments during stormy months may create different maintenance challenges once colonies begin growing and competing for light and water flow.","Which choice best summarizes the researchers’ conclusion about coral-fragment spacing?","Dense clusters are preferable because their lower early breakage guarantees higher survival by the end of the first year.","Wide spacing is preferable because algal buildup is the primary cause of coral loss throughout restoration.","Spacing has little practical importance because tightly clustered and widely spaced fragments face the same risks at the same times.","Spacing changes the timing and type of risks fragments face, so neither arrangement was consistently better across the full year.","D","4","The two arrangements traded early wave protection against later algal conditions, with similar overall survival. A overextends the early advantage, B treats one later risk as dominant throughout, and C ignores the different risk profiles.","75","none","{}","","","","","","Central Ideas and Details","","passage:R078;arch:RW_CID_003;sim:rw_central_ideas_and_details_contrast;surface_arch:SURF_RW_CID_003;profile:d3;fp:187327897c9d;sfp:187327897c9d"
"SAT_RW_5","rw_split_v9","RW5_FRONT","400-800","SAT_RW_5_M1_Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW_COE_001","Use textual or quantitative evidence","supporting_detail","Medium","1","multiple_choice","Engineers testing a filter for laundry wastewater wanted to know whether a layered mesh could capture microplastic fibers without greatly slowing discharge. They ran equal volumes of water containing synthetic fibers through a standard screen and through the layered filter. The layered filter captured substantially more fibers, but its flow rate declined as material accumulated. To determine whether the decline reflected clogging rather than a difference in pump strength, the team used the same pump for both systems and measured pressure on each side of the filter. Pressure rose steadily only in the layered setup as captured fibers accumulated. After the researchers rinsed the mesh, flow returned close to its starting rate. These measurements support the claim that the filter's higher capture rate comes with a maintenance tradeoff: retained fibers gradually obstruct the mesh, but routine cleaning can restore much of the lost flow.","Which finding from the text most directly supports the claim that the layered filter’s higher capture rate creates a maintenance tradeoff?","Both filter systems processed equal starting volumes of water containing synthetic fibers.","The layered filter captured more fibers than the standard screen during the trials.","Pressure increased as fibers accumulated in the layered filter, and rinsing the mesh brought flow close to its initial rate.","The same pump was used to move water through both filter systems.","C","3","C directly provides both sides of the tradeoff: captured material obstructed flow, but cleaning restored much of it. B supports higher capture but not the maintenance cost, while A and D are controls that help the comparison but do not themselves show the tradeoff.","75","none","{}","","","","","","Command of Evidence","","passage:R005;arch:RW_COE_001;sim:rw_command_of_evidence_supporting_detail;surface_arch:SURF_RW_COE_001;profile:d3;fp:8553fc01aa58;sfp:8553fc01aa58"
