"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q01","RW","1","base","1","Craft and Structure","Words in Context","RW_WIC_005","Determine meaning or function of a word/phrase in context","contextual meaning","Easy","1","multiple_choice","A coastal restoration team tested two ways of attaching young corals to damaged reef rock. Some fragments were fixed with rigid cement plugs, while others were secured with flexible clips that allowed slight movement in waves. During calm weeks, both groups grew at nearly the same rate. After several storms, however, more clipped fragments remained attached, and the surviving clipped corals added new branches sooner than the cemented ones. The researchers cautioned that the clips did not improve growth under every condition: in sheltered pools, attachment method made little difference. Even so, they argued that a flexible fastening method could yield larger gains in clipped-fragment survival at exposed reef sites than a stiffer method could. The team therefore plans to compare several clip designs during the next storm season, when differences in wave force should make the tradeoffs among flexibility, durability, and installation time easier to observe.","As used in the text, ""yield"" most nearly means","surrender","produce","postpone","recognize","B","2","The passage says flexible clips could yield larger gains at exposed sites after storms; in that context, the clips could produce those gains. ""Surrender,"" ""postpone,"" and ""recognize"" do not fit the relationship between the attachment method and improved outcomes.","75","none","{}","","","","","","Words in Context","","rw,passage:R003,arch:RW_WIC_005,sim:rw_words_in_context_logical_link,surf:SURF_RW_WIC_005,profile:D1,wic,hard_vocab,wic_arch:WIC_DIRECT_MEANING_01,wic_family:direct_meaning,vocab:HV_004,tier:V3,target:yield,fp:ad05fd899c000563,csig:c49ed2ffc00a"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q02","RW","1","base","2","Craft and Structure","Words in Context","RW_WIC_007","Determine meaning or function of a word/phrase in context","claim qualification","Medium","1","multiple_choice","A museum redesigned the labels beside a group of unfamiliar mechanical instruments. One version gave visitors a short name and date; another added a question asking what motion the visitor expected the device to make before reading the explanation. Observers recorded where visitors paused and whether they returned to an object after moving on. The question-based labels were followed by longer first looks, but they did not consistently increase total time in the gallery. Visitors also returned more often to devices whose motion was difficult to predict, regardless of label type, suggesting that object difficulty may shape the effect. Because visitors responded differently across labels in the same gallery, the curators kept their interpretation tentative and postponed a broader redesign. Because the trial covered only one gallery and a limited range of devices, the museum plans to repeat it with paintings and everyday tools before changing labels throughout the building.","Which choice best describes the function of ""tentative"" in the passage?","It presents the curators as doubtful that the observed behavior occurred at all.","It indicates that the question-based labels were intended only as a temporary installation.","It marks the museum's interpretation as provisional because the observed pattern may not generalize beyond the limited trial.","It shifts attention from visitor behavior to the physical construction of the instruments.","C","3","The interpretation follows a limited one-gallery trial and is followed by reasons it may not generalize. Calling it tentative appropriately lowers the certainty of the claim without denying the observed pattern. The other choices either overstate doubt, confuse the claim with a temporary installation, or shift to an unrelated topic.","75","none","{}","","","","","","Words in Context","","rw,passage:R033,arch:RW_WIC_007,sim:rw_words_in_context_verb_pronoun_agreement,surf:SURF_RW_WIC_007,profile:D2,wic,hard_vocab,wic_arch:WIC_CLAIM_FUNCTION_01,wic_family:claim_function,vocab:HV_119,tier:V3,target:tentative,fp:497764e9896c61b2,csig:ffa0c80ec6dc"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q03","RW","1","base","3","Craft and Structure","Words in Context","RW_WIC_011","Determine meaning or function of a word/phrase in context","evaluative stance","Medium","1","multiple_choice","In greenhouse trays, agronomists grew the same bean variety in soils collected from farms that had used different crop rotations. Half of each soil sample was gently heated to reduce microbial activity; the other half was left untreated. Plants in untreated soil developed slightly denser root systems, especially in samples from fields that had alternated beans with grasses for several years. Leaf mass, however, differed little between treated and untreated soils during the eight-week trial. The researchers described the microbial advantage in root growth as modest rather than transformative. Root growth was measurably greater in some conditions, but the effect was small beside differences associated with soil moisture and initial nutrient levels. The team argues that microbial communities may still matter for crop resilience over a full season, when small early differences can accumulate. Longer field trials will be needed to determine whether the greenhouse pattern persists under drought, pests, and changing temperatures.","Which choice best explains how ""modest"" shapes the tone of the passage?","It conveys disappointment that reducing microbial activity produced no measurable difference.","It portrays the root response as unexpectedly dramatic relative to other soil factors.","It expresses confidence that the greenhouse result will transfer unchanged to field conditions.","It keeps the evaluation restrained by presenting the microbial benefit as real but limited in size.","D","4","The passage reports a measurable root advantage but repeatedly places it beside larger effects from moisture and nutrients. ""Modest"" keeps the evaluation measured: the benefit is real yet limited. The other choices imply no effect, a dramatic effect, or unwarranted certainty about field results.","75","none","{}","","","","","","Words in Context","","rw,passage:R057,arch:RW_WIC_011,sim:rw_words_in_context_supporting_detail,surf:SURF_RW_WIC_011,profile:D2,wic,hard_vocab,wic_arch:WIC_TONAL_EFFECT_01,wic_family:tonal_effect,vocab:HV_099,tier:V3,target:modest,fp:98044ffb2006699d,csig:58b6f0ba2a41"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW_TSP_001","Analyze structure or purpose","purpose_sentence","Medium","1","multiple_choice","Biologists monitoring a coastal reserve placed underwater speakers near three reef habitats and played recordings of small boat engines at realistic volumes. In open sandy areas, several fish species left feeding patches soon after the sound began and returned only after the playback stopped. Responses were weaker around reefs with deep crevices, where fish could remain close to shelter while continuing to forage. <u>At the most structurally complex reef, feeding activity fell briefly during the first playback but returned to its earlier level even while later engine recordings continued.</u> That pattern led the team to question whether sound level alone predicts disruption. Habitat structure may alter how risky the same noise seems by changing the distance fish must travel to reach cover. The researchers therefore recommend that future noise studies compare habitats directly rather than treating a single response measured in one location as typical of an entire coastline.","Which choice best describes the function of the underlined sentence in the passage?","It supplies a case in which fish adjusted to continued noise, helping motivate the passage's claim that habitat structure can affect responses.","It suggests that repeated exposure by itself fully explains why responses weakened at the complex reef.","It provides evidence that engine noise had no effect on feeding at the most complex reef.","It introduces a measurement method that was used only at the most complex reef.","A","1","The underlined sentence shows that at the most complex reef, feeding recovered even while later engine recordings continued. That case helps motivate the later claim that habitat structure can alter responses to noise. It does not show that noise had no effect, isolate repetition as the full explanation, or introduce a new measurement method.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R021,arch:RW_TSP_001,sim:rw_text_structure_and_purpose_purpose_sentence,surf:SURF_RW_TSP_001,profile:D2,fp:9dbd66a18c56929e,csig:bddc9d9b21b7"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW_TSP_011","Analyze structure or purpose","contrast","Medium","1","multiple_choice","Transit planners considering electric buses often focus on battery range, but route timing can matter just as much. On one city loop, planners first modeled a schedule in which every bus returned to the depot for a long midday charge. The model kept batteries well above the required level, yet it also removed several buses from service during the busiest hour. A second model used shorter charging periods at terminal stops between trips. That approach kept more buses available, although it required chargers to be distributed across the route and left less margin for unexpected delays. When planners added realistic traffic variation, neither strategy was best in every case: depot charging performed better on routes with long layovers, whereas terminal charging helped routes with frequent departures. The comparison suggests that charging plans should be matched to the rhythm of a route rather than chosen solely by battery capacity.","Which choice best describes how the text is organized?","It traces a historical shift from diesel buses to electric buses and argues that battery capacity is the main remaining obstacle.","It describes the failure of depot charging and recommends terminal charging for all routes.","It catalogs several charger technologies and ranks them primarily by installation cost.","It presents two charging strategies, weighs how each performs under different route conditions, and concludes that route patterns should guide the choice between them.","D","4","The text first sets up a scheduling problem, then compares depot charging with terminal charging, tests both under traffic variation, and concludes that route conditions should determine which strategy fits best. The other choices incorrectly describe a historical account, a universal recommendation, or a ranking of charger technologies.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R015,arch:RW_TSP_011,sim:rw_text_structure_and_purpose_contrast,surf:SURF_RW_TSP_011,profile:D3,fp:2893ec1602e73db1,csig:890d30b7b607"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW_TSP_012","Analyze structure or purpose","cause_effect","Medium","1","multiple_choice","Celia returned to the market arcade after twelve years away. She expected memory to guide her more reliably than the faded directory above the doors. The fruit sellers had moved, but the tiled floor and iron roof seemed exactly as she remembered them. Then she noticed a wilted carnation in a narrow bottle beside a tea stall. She could not recall whether flowers had ever stood there, and the uncertainty made other familiar details seem suddenly doubtful. A blue shawl slipped from the neighboring chair. Celia caught it before it reached the floor and, after hesitating, placed it across the chair back. The stall keeper looked at her for a long moment before thanking her with a cautious smile. Celia lifted the shawl once more to straighten it, recognizing a stitched pattern she had seen years before. The small discovery did not restore her past all at once; instead, it made recognition arrive slowly, mixed with uncertainty and welcome.","What is the main function of the wilted carnation in the passage?","It establishes that the tea stall has been neglected since Celia last visited the arcade.","It unsettles Celia's confidence that the arcade matches her memory, beginning the gradual and uncertain recognition that follows.","It confirms that the stall keeper has deliberately arranged familiar objects to test whether Celia remembers the place.","It shows that Celia immediately recognizes the stall keeper before the two interact.","B","2","The carnation interrupts Celia's initial sense that the arcade is exactly as she remembers it; after noticing it, she begins doubting other familiar details, and recognition develops only gradually. The other choices claim neglect, a deliberate test, or immediate recognition, none of which the passage establishes.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:E016,arch:RW_TSP_012,sim:rw_text_structure_and_purpose_cause_effect,surf:SURF_RW_TSP_012,profile:D2,fp:e16896a6df12be53,csig:3ac4af027784"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW_CTC_006","Compare claims across paired texts","paired_text_relation","Medium","1","multiple_choice","Text 1:
When transit agencies add bilingual signs, they often translate every line of existing text. That approach can help riders who know either language well, but crowded panels may be difficult to scan quickly. A better design may pair a few essential words with standardized symbols, leaving more space around route numbers and platform directions. Riders approaching a platform have only seconds to identify the information they need, so visual hierarchy matters as much as the amount of language provided.

Text 2:
Symbols can reduce visual clutter, but their meaning is not equally obvious to every traveler. A suitcase icon may be clear at an airport yet confusing on a commuter rail map where luggage is irrelevant. Agencies should test icons with local riders and visitors, then retain brief bilingual wording wherever a symbol produces inconsistent interpretations. The goal should not be to replace language whenever possible, but to discover which combination of words and images communicates most reliably in a particular setting.","Based on the texts, how would the author of Text 2 most likely respond to the recommendation in Text 1?","Text 2 would reject the use of symbols and insist that every existing line of text be translated in full.","Text 2 would argue that visual hierarchy matters only to frequent riders, so visitors need more text rather than fewer words.","Text 2 would likely agree that symbols can reduce clutter but would add that agencies should test those symbols and retain brief bilingual wording when icons are unclear.","Text 2 would claim that standardized symbols make local testing unnecessary because their meanings are universal.","C","3","Text 1 favors combining essential bilingual wording with symbols to reduce clutter. Text 2 accepts the potential value of symbols but qualifies the recommendation by requiring local testing and retaining wording when icons are unclear. The other choices make Text 2 reject symbols, misstate its audience, or treat symbols as universally understood.","75","none","{}","","","","","","Cross-Text Connections","","rw,passage:R048,arch:RW_CTC_006,sim:rw_cross_text_connections_paired_text_relation,surf:SURF_RW_CTC_006,profile:D3,fp:00c54fb668807264,csig:0ce92ecc304b"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW_CID_001","Identify main idea, key detail, or summary","main_claim","Easy","1","multiple_choice","Mrs. Bell had invited Nora to the parlor after receiving a note that promised “a necessary conversation.” Nora assumed her old friend wanted an apology for their sharp exchange the previous week. Yet when she arrived, Mrs. Bell pointed first to a book lying open near the window, its cover darkened by rain. She asked whether Nora remembered lending it years earlier. Nora examined the swollen pages and answered too brightly that books survived worse things. Neither woman mentioned the argument. Mrs. Bell turned to a pressed fern inside the book, then asked about Nora's garden; Nora responded with equal cheerfulness, though she kept smoothing the same damp corner of the page. Their conversation wandered through harmless subjects while the open book remained between them. Only when Nora prepared to leave did Mrs. Bell say that some things were difficult to return unchanged. Nora closed the book carefully, understanding that the remark concerned more than paper.","Which choice best states the central idea of the passage?","Nora realizes that repairing the rain-damaged book is more important to Mrs. Bell than discussing their recent disagreement.","Mrs. Bell uses the damaged book primarily to prove that Nora has been careless with belongings entrusted to her.","An ordinary object allows Nora and Mrs. Bell to approach an unresolved conflict indirectly, giving their polite conversation an uneasy significance.","Nora and Mrs. Bell restore their friendship by agreeing that their earlier argument resulted from a simple misunderstanding.","C","3","The damp book repeatedly redirects the conversation and carries implications that neither woman states directly, so the scene centers on how an ordinary object bears the weight of their unresolved conflict. The passage does not make book repair the main concern, accuse Nora of carelessness, or show the disagreement being fully resolved.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:E017,arch:RW_CID_001,sim:rw_central_ideas_and_details_main_claim,surf:SURF_RW_CID_001,profile:D1,fp:cadb0d941f35c979,csig:8192caa64a2c"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW_CID_002","Identify main idea, key detail, or summary","supporting_detail","Medium","1","multiple_choice","A city forestry office compared summer temperatures on residential blocks planted with different mixtures of street trees. Blocks dominated by one fast-growing species had broad shade by midday, but many of those trees lost leaves early during a dry spell. Blocks with three or more species produced slightly less shade in June, yet their canopy cover changed much less through August because the species responded differently to heat and drought. Pavement temperatures followed the same pattern: the single-species blocks were coolest early in the summer, while the mixed blocks stayed more consistently cool later. The foresters did not conclude that diversity automatically creates more shade. Instead, they emphasized stability. A planting plan that spreads risk across species may preserve cooling when weather stresses one kind of tree more than another. The office is now evaluating whether maintenance costs differ enough among mixed plantings to offset that seasonal advantage.","Which detail from the passage most directly supports the foresters' emphasis on stability?","Mixed-species blocks lost less canopy cover through August because the species responded differently to heat and drought.","Single-species blocks had the coolest pavement temperatures early in the summer.","The forestry office has not yet determined whether mixed plantings cost more to maintain.","All blocks produced the same amount of shade in June before the dry spell began.","A","1","The mixed-species blocks kept their canopy cover more consistently through August because different species responded differently to stress. That detail directly supports the foresters’ emphasis on stability. Early-season cooling on single-species blocks, unknown maintenance costs, and the claim that all June shade was identical do not provide the same support.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:R001,arch:RW_CID_002,sim:rw_central_ideas_and_details_supporting_detail,surf:SURF_RW_CID_002,profile:D2,fp:dd94fb4775934761,csig:0e36654d31b5"
"SAT_RW_10","RW_split_v9","10-front","mixed","RW10-M1-Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW_COE_001","Use textual or quantitative evidence","supporting_detail","Medium","1","multiple_choice","Engineers designing a filter for laundry wastewater tested meshes made from several layers of woven fiber. A very fine single layer trapped many microplastic fragments, but it also clogged quickly, reducing water flow. A coarse layer maintained flow but allowed numerous small fragments to pass. The team then arranged three layers from coarse to fine, expecting larger debris to be captured before water reached the narrowest openings. In bench tests, the layered design collected fragments across a wider range of sizes than either single-layer design. The researchers proposed that this sequence could improve filtration without imposing the severe flow penalty associated with using only the finest mesh. Because laboratory water contained a controlled mixture of fibers and lint, the team cautioned that household wastewater might produce different clogging patterns. They plan to test the layered filter over longer cycles before recommending it for washing machines.","Which finding, if true, would most directly support the researchers' proposal about the layered filter?","The coarse single layer remained unclogged for the longest time but allowed most of the smallest fragments to pass.","The layered filter weighed less than the finest single-layer filter before either design was tested.","During the first minute, the finest single layer captured slightly more fragments than the layered filter did.","The layered filter trapped 89% of small fragments while retaining 84% of its initial flow rate; the finest single layer trapped 91% but retained only 43% of its initial flow rate.","D","4","The keyed finding directly measures both parts of the proposal: the layered filter captures nearly as many small fragments as the finest mesh while preserving much more flow. The coarse-layer result concerns a different design, filter weight is irrelevant to the claim, and the first-minute capture result does not address the flow penalty.","75","none","{}","","","","","","Command of Evidence","","rw,passage:R005,arch:RW_COE_001,sim:rw_command_of_evidence_supporting_detail,surf:SURF_RW_COE_001,profile:D2,fp:3fdb8d1eb1fa3ac6,csig:f2662d6303b0"
