"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q01","RW","1","base","1","Craft and Structure","Words in Context","RW_WIC_001","Determine meaning or function of a word/phrase in context","context-specific meaning","Easy","1","multiple_choice","To keep an invasive reed from overtaking a restored marsh, ecologists tested two strategies. One crew removed every visible shoot at the start of summer; another cut only the tallest shoots but returned monthly. By autumn, the one-time removal plots had filled in again, whereas the repeatedly cut plots contained far fewer new stems. The researchers concluded that repeated disturbance can check the reed's expansion even when the underground roots remain. They cautioned, however, that the strategy would need to continue for several years before native sedges could reclaim the open space.","Which choice best states the meaning of “check” as used in the text?","inspect","record","calculate","restrain","D","4","Here, “check” means to restrain or limit the reed’s expansion. The other choices name common senses of the word that do not fit the ecological context.","60","none","{}","","","","","","Words in Context","","rw,passage:R003,arch:RW_WIC_001,sim:rw_words_in_context_cause_effect,fp:8c7c25ad75ca,surf:SURF_RW_WIC_001,wic,hard_vocab,vocab:HV_007,tier:V3,target:check,wic_arch:WIC_DIRECT_MEANING_01,family:direct_meaning"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q02","RW","1","base","2","Craft and Structure","Words in Context","RW_WIC_002","Determine meaning or function of a word/phrase in context","word’s role in a claim","Easy","1","multiple_choice","Architect Lina Bo Bardi designed the São Paulo Museum of Art so that its main gallery would hover above an open plaza. The building's dramatic span is often described as monumental, but the plaza below was intended for ordinary public life: markets, demonstrations, and informal gatherings. Calling the gallery “monumental,” then, does not imply that the museum turns away from daily activity. Instead, the word marks a contrast between the building's imposing form and the flexible, civic space that the form protects beneath it.","Which choice best describes the function of “monumental” in the passage?","It suggests that the museum was built chiefly to commemorate a historical event.","It emphasizes the gallery’s imposing scale so that the plaza’s everyday uses stand out by contrast.","It indicates that the plaza is too formal for markets and demonstrations.","It proves that the gallery’s engineering was more important than its public purpose.","B","2","The word highlights the gallery’s imposing scale, which sharpens the contrast with the plaza’s ordinary civic uses. The other choices assign claims that the passage does not make.","60","none","{}","","","","","","Words in Context","","rw,passage:R009,arch:RW_WIC_002,sim:rw_words_in_context_purpose_sentence,fp:cf39128a81e2,surf:SURF_RW_WIC_002,wic,hard_vocab,vocab:HV_117,tier:V3,target:monumental,wic_arch:WIC_RELATION_FUNCTION_01,family:relation_function"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q03","RW","1","base","3","Craft and Structure","Words in Context","RW_WIC_003","Determine meaning or function of a word/phrase in context","context-specific meaning","Easy","1","multiple_choice","A translator preparing a new edition of a nineteenth-century travel diary faced a recurring problem: the writer used the verb “render” in several different ways. In descriptions of storms, the wind rendered roads impassable; in discussions of painting, an artist rendered distant hills in pale blue. The translator retained the same English verb in both places because the surrounding clauses make the intended sense clear. In the storm passage, “render” describes a change in condition, not an act of drawing or presenting an image.","As used in the storm passage, “render” most nearly means","portray","deliver","make","translate","C","3","In the storm passage, the wind causes the roads to become impassable, so “render” means “make.” The other choices fit other senses of the verb but not this sentence.","60","none","{}","","","","","","Words in Context","","rw,passage:E001,arch:RW_WIC_003,sim:rw_words_in_context_word_function,fp:939fa76a8c30,surf:SURF_RW_WIC_003,wic,hard_vocab,vocab:HV_002,tier:V3,target:render,wic_arch:WIC_DIRECT_MEANING_01,family:direct_meaning"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW_TSP_001","Analyze structure or purpose","organization of an argument","Easy","1","multiple_choice","For decades, biologists assumed that the silverleaf nightjar avoided bright moonlight because it made the bird more visible to predators. Yet audio recorders placed across a savanna detected more nightjar calls on bright nights than on dark ones. Follow-up observations showed that flying insects were also more abundant during moonlit hours, especially after warm days. The researchers therefore proposed that the birds accept greater exposure when brighter conditions improve their chances of finding prey. The new account does not deny that moonlight can increase risk; it suggests that food availability can sometimes outweigh that cost.","Which choice best describes the overall structure of the text?","It presents a long-standing explanation, introduces evidence that complicates it, and offers a revised explanation.","It lists several unrelated observations before identifying the oldest one.","It describes a research method and then argues that the method should be abandoned.","It compares two bird species and concludes that they respond identically to moonlight.","A","1","The text begins with an established explanation, reports observations inconsistent with it, and then proposes a more qualified account. The distractors misstate the sequence and subject.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:E006,arch:RW_TSP_001,sim:rw_text_structure_and_purpose_purpose_sentence,fp:80ec5f700984,surf:SURF_RW_TSP_001"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW_TSP_002","Analyze structure or purpose","function of an example","Easy","1","multiple_choice","In a review of a new translation of the epic Sundiata, a critic notes that the translator often preserves repeated phrases from the oral-performance tradition. To illustrate the effect, the critic quotes three lines in which the hero's name begins successive clauses. On the page, the repetition may look excessive, the critic observes, but when spoken aloud it creates rhythm and gives listeners time to anticipate the next action. The example supports the review's broader claim that features seeming redundant in print can be essential to the pacing of an orally rooted work.","What is the main purpose of the quoted example described in the text?","To prove that the new translation is shorter than all earlier versions","To show that the epic’s hero appears in every scene of the work","To argue that oral performances should never be published in written form","To demonstrate how repetition can contribute to rhythm and pacing in an oral tradition","D","4","The example illustrates the critic’s claim that repetition, though visually redundant, performs an important rhythmic function when spoken. The other choices go beyond or contradict the text.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R015,arch:RW_TSP_002,sim:rw_text_structure_and_purpose_word_function,fp:6e86d39c53ae,surf:SURF_RW_TSP_002"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW_TSP_003","Analyze structure or purpose","function of a concluding qualification","Medium","1","multiple_choice","A community archive in coastal Maine began digitizing handwritten ship logs so that researchers could search them remotely. Volunteers initially typed every entry into a database, but inconsistent spellings made the search results unreliable. The archive then added scanned images beside the transcriptions and invited users to flag doubtful readings. Within a year, hundreds of entries had been corrected. The project still cannot make every faded word legible, but it now allows uncertainty to remain visible rather than hiding it behind a seemingly definitive transcription.","Which choice best describes the function of the final sentence?","It introduces a new digitization project unrelated to the one described earlier.","It claims that scanned images are always easier to read than handwritten originals.","It qualifies the project’s success by emphasizing that the revised system manages uncertainty rather than eliminating it.","It explains why the archive stopped allowing users to suggest corrections.","C","3","The final sentence limits the claim of success: the system does not solve every reading problem, but it represents doubt honestly. The distractors introduce unsupported claims.","75","none","{}","","","","","","Text Structure and Purpose","","rw,passage:R021,arch:RW_TSP_003,sim:rw_text_structure_and_purpose_revision_goal,fp:e2160d233d50,surf:SURF_RW_TSP_003"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW_CTC_001","Compare claims across paired texts","agreement with qualification","Medium","1","multiple_choice","Text 1: Urban forester Marisol Vega argues that planting many tree species along city streets can make the canopy more resilient. A pest that attacks one species is less likely to damage all the trees at once, and varied flowering times can provide food for insects across a longer season. Diversity, Vega says, is therefore a form of ecological insurance. She points to districts where mixed plantings retained shade after a beetle outbreak killed most trees of one commonly planted species.

Text 2: Municipal arborist Kenji Ito agrees that reliance on a single species can be risky. He notes, however, that highly varied plantings can complicate pruning schedules, replacement-part inventories, and staff training. Ito recommends increasing diversity gradually while tracking which species thrive under local soil and traffic conditions. A planting plan, in his view, succeeds only if crews can care for the trees over decades.","Based on the texts, how would Ito most likely respond to Vega’s claim that species diversity provides ecological insurance?","He would agree with the claim but argue that cities should pursue diversity in a way that accounts for maintenance capacity.","He would reject the claim because pests never affect more than one tree species.","He would agree only if cities replace all existing trees at the same time.","He would argue that flowering times matter more than pest resistance in every city.","A","1","Ito accepts Vega’s basic ecological reasoning but adds a practical qualification about implementation and maintenance. The other responses conflict with Text 2.","75","none","{}","","","","","","Cross-Text Connections","","rw,passage:R006,arch:RW_CTC_001,sim:rw_cross_text_connections_word_function,fp:07514792a864,surf:SURF_RW_CTC_001"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW_CID_001","Identify main idea, key detail, or summary","central claim","Medium","1","multiple_choice","Museum labels often identify an object's maker, date, and material, but curator Amina Okafor found that visitors also wanted to know how an object had been used. In a gallery of household ceramics, her team replaced several technical labels with short accounts drawn from owners' letters and inventories. Visitors spent more time at those cases and were more likely to discuss the objects with companions. Okafor does not argue that technical information should disappear. Rather, she proposes pairing it with evidence of everyday use so that visitors can connect an artifact's physical features with the lives organized around it.","Which choice best states the central idea of the text?","Museums should remove dates and materials from all labels because visitors dislike technical information.","Household ceramics are more historically valuable than objects made for ceremonial purposes.","Visitors usually prefer reading private letters to looking at objects in museum cases.","Museum labels can engage visitors more effectively when technical facts are combined with evidence about an object’s everyday use.","D","4","The passage argues for combining technical description with evidence of use, not replacing one with the other. The other choices overstate or distort the findings.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:R001,arch:RW_CID_001,sim:rw_central_ideas_and_details_main_claim,fp:2013ac911a3b,surf:SURF_RW_CID_001"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW_CID_002","Identify main idea, key detail, or summary","supporting detail","Medium","1","multiple_choice","When composer Florence Price prepared her Symphony No. 3, she drew on both European symphonic conventions and musical forms associated with Black American traditions. The work includes a scherzo, a movement type common in European concert music, but its rhythmic drive evokes the juba dance. Price did not simply place the traditions side by side: she used their interaction to shape the movement's momentum. This combination challenges descriptions of her music as divided between “classical” and “vernacular” elements, because the categories operate together within the same musical argument.","Which detail from the text best illustrates the interaction of musical traditions in Price’s symphony?","The scherzo follows a European movement type while drawing rhythmic energy from the juba dance.","The symphony is numbered third in Price’s catalog.","The work was prepared by a composer named Florence Price.","Some descriptions divide music into classical and vernacular categories.","A","1","The scherzo’s form and rhythm come from different traditions and function together, directly illustrating the passage’s point. The other details do not show such interaction.","75","none","{}","","","","","","Central Ideas and Details","","rw,passage:R002,arch:RW_CID_002,sim:rw_central_ideas_and_details_supporting_detail,fp:710f18da28ad,surf:SURF_RW_CID_002"
"SAT_RW_45","RW.45","45","650-800","RW45_M1_Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW_COE_001","Use textual or quantitative evidence","evidence strengthening a causal claim","Medium","1","multiple_choice","Botanist Elena Ruiz proposed that a desert shrub's pale leaf hairs reduce heat stress by reflecting sunlight. She compared ordinary shrubs with plants whose leaf hairs had been gently flattened using a clear, breathable coating. The coating itself did not block pores, and both groups received the same amount of water. On cloudless afternoons, coated leaves became warmer and lost water faster than untreated leaves. Ruiz concluded that the hairs contribute to cooling rather than merely protecting the leaf from windblown sand.","Which finding, if true, would most directly strengthen Ruiz’s conclusion?","Shrubs with pale hairs are common in several deserts on different continents.","Removing the reflective hairs increases leaf temperature even when airflow and water availability are held constant.","The clear coating takes less time to apply to small leaves than to large leaves.","Windblown sand can scratch both coated and untreated leaves during storms.","B","2","The proposed finding isolates the presence of reflective hairs and links their removal to higher temperature, directly supporting the cooling explanation. The other findings do not test that mechanism.","75","none","{}","","","","","","Command of Evidence","","rw,passage:R005,arch:RW_COE_001,sim:rw_command_of_evidence_supporting_detail,fp:5cd7f5422c81,surf:SURF_RW_COE_001"
