"test_id","exam_version","generation_batch_id","target_score_band","question_id","section","module","route","question_number","content_domain","skill_group","skill_code","skill_label","question_topic","difficulty","scoring_weight","question_type","passage","question","choice_a","choice_b","choice_c","choice_d","correct_answer","correct_choice_index","explanation","time_estimate_sec","visual_type","visual_json","table_markdown","equation_latex","student_response_type","correct_numeric_answer","answer_tolerance","primary_skill","secondary_skill","tags"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q01","RW","1","base","1","Craft and Structure","Words in Context","RW_WIC_002","Determine meaning or function of a word/phrase in context","purpose_sentence","Easy","1","multiple_choice","Marine ecologists monitoring a restored salt marsh noticed that young fish returned quickly after channels were reopened, but their abundance varied sharply from week to week. Early surveys showed dense schools near newly planted cordgrass, while later surveys found fewer fish in those same pockets. The team considered declaring the restoration an immediate success, yet water-temperature records complicated that interpretation: the warmest sampling days coincided with the largest counts. Because juvenile fish often move into shallow water when temperatures rise, the researchers described the apparent restoration effect as tentative. They continued sampling through cooler months and compared restored channels with nearby unrestored ones. By autumn, fish remained more numerous in the restored channels even when temperatures were similar across sites. The later pattern strengthened the team’s confidence, but the early caution proved useful because it prevented a seasonal movement pattern from being mistaken for a lasting habitat effect.","As used in the text, what does “tentative” most nearly mean?","careless","elaborate","unrelated","provisional","D","4","The context shows that the researchers withheld a firm conclusion until seasonal effects could be separated from restoration effects, so “tentative” means provisional.","75","none","{}","","","","","","Words in Context","","rw;passage:R021;arch:RW_WIC_002;sim:rw_words_in_context_purpose_sentence;fp:077346d50f5f;surf:SURF_RW_WIC_002;difficulty_profile:D1;wic;family:direct_meaning;wicarch:WIC_DIRECT_MEANING_01;target:tentative"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q02","RW","1","base","2","Craft and Structure","Words in Context","RW_WIC_003","Determine meaning or function of a word/phrase in context","word_function","Medium","1","multiple_choice","A city library replaced several tall shelving units with lower ones in a children’s room. Staff expected the change to make the space feel more open. Staff members also wanted to know whether the layout would alter how families used the room. During the next month, observers recorded where visitors stopped, how long they stayed, and which shelves children approached without adult help. The new arrangement did not increase total visits, and adults spent roughly the same amount of time in the room as before. Children, however, moved among sections more independently and selected books from a wider range of shelves. In a report, the librarians called this change consequential, not because it drew more people into the building, but because it shifted who initiated book selection once families were inside. That distinction helped the staff decide to keep the lower shelves while avoiding claims that the redesign had increased overall attendance.","Which choice best describes the function of “consequential” in the text?","It marks the shelving change as important because it altered who initiated book selection, even though attendance did not rise.","It suggests that the shelving change mattered chiefly because it attracted many new visitors to the library.","It presents the shelving change as temporary because staff had not yet decided whether to keep it.","It indicates that the shelving change had an effect only on adults rather than on children.","A","1","The passage contrasts unchanged attendance with a meaningful shift in children’s independent selection, so “consequential” identifies that behavioral change as important.","75","none","{}","","","","","","Words in Context","","rw;passage:R141;arch:RW_WIC_003;sim:rw_words_in_context_word_function;fp:ca1dd923a888;surf:SURF_RW_WIC_003;difficulty_profile:D2;wic;family:claim_function;wicarch:WIC_CLAIM_FUNCTION_01;target:consequential"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q03","RW","1","base","3","Craft and Structure","Words in Context","RW_WIC_005","Determine meaning or function of a word/phrase in context","logical_link","Medium","1","multiple_choice","Engineers testing a lightweight bridge sensor wanted the device to detect subtle vibration without reacting strongly to harmless background motion. In laboratory trials, they attached the sensor to a steel beam and produced two kinds of movement: brief impacts similar to footsteps and slow swaying similar to wind-driven motion. An early setting detected nearly every impact but also triggered repeatedly during slow swaying. A revised setting ignored most of the swaying while still identifying the impacts. The engineers described the revised threshold as discriminating because it separated signals associated with sudden force from movements that were common but less informative. They then installed several sensors on a pedestrian bridge for a month. The field data showed the same pattern: the devices recorded clusters during busy crossing periods but remained mostly quiet during windy nights. This result suggested that the threshold was useful not merely because it was sensitive, but because its sensitivity was selective.","Which choice best describes how “discriminating” functions in the engineers’ account?","It criticizes the revised threshold for detecting too few kinds of bridge movement.","It indicates that the revised threshold was designed primarily to measure wind speed.","It characterizes the revised threshold as selective, distinguishing informative impacts from less useful swaying.","It emphasizes that the revised threshold produced identical readings in the laboratory and on the bridge.","C","3","The threshold is praised for separating sudden impacts from common background motion, so the word characterizes selective detection.","75","none","{}","","","","","","Words in Context","","rw;passage:R093;arch:RW_WIC_005;sim:rw_words_in_context_logical_link;fp:6589d91ca8e2;surf:SURF_RW_WIC_005;difficulty_profile:D3;wic;family:relation_function;wicarch:WIC_RELATION_FUNCTION_01;target:discriminating"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q04","RW","1","base","4","Craft and Structure","Text Structure and Purpose","RW_TSP_011","Analyze structure or purpose","contrast","Easy","1","multiple_choice","On a volcanic island, botanists have long debated why one shrub species grows densely on windward slopes but sparsely on the drier leeward side. A survey team first mapped adult plants and measured soil moisture at hundreds of points. The distribution seemed to support a simple moisture explanation: wetter plots usually held more shrubs. The researchers then examined seedling survival after a season of unusually heavy rain. If moisture alone controlled the pattern, leeward seedlings should have survived at rates similar to those on windward slopes. Instead, many leeward seedlings died despite moist soil. Measurements of leaf damage showed that salt carried inland by strong winds was lower in sheltered windward gullies than on exposed leeward ridges. The researchers therefore revised their account. Water availability helps explain where seedlings can establish, but exposure to salt-laden wind also shapes which sites remain suitable after germination, especially during storms.","Which choice best describes the role of the contrast between the initial moisture pattern and the later seedling-survival results?","It proves that soil moisture has no effect on whether shrub seedlings can establish on the island.","It shows that moisture alone cannot fully explain the shrub distribution and motivates consideration of salt exposure as an additional factor.","It establishes that leeward sites receive less rainfall than windward sites during every season.","It shows that adult shrubs, rather than seedlings, are the only plants affected by salt-laden wind.","B","2","The initial mapping supports a moisture explanation, but the later survival results conflict with a moisture-only account and lead the researchers to consider salt exposure.","75","none","{}","","","","","","Text Structure and Purpose","","rw;passage:R117;arch:RW_TSP_011;sim:rw_text_structure_and_purpose_contrast;fp:845b593ed958;surf:SURF_RW_TSP_011;difficulty_profile:D1"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q05","RW","1","base","5","Craft and Structure","Text Structure and Purpose","RW_TSP_001","Analyze structure or purpose","purpose_sentence","Medium","1","multiple_choice","A museum curator studying visitor attention compared two galleries that displayed the same number of objects but organized them differently. One gallery grouped artifacts by material, placing ceramics together, metalwork together, and textiles together. The other arranged objects around everyday activities such as cooking, travel, and trade. Visitor tracking showed that people paused for similar total amounts of time in both spaces. However, interviews revealed a difference in what visitors remembered. Those leaving the activity-based gallery more often described relationships among objects, while those leaving the material-based gallery more often recalled individual techniques. <u>The curator cautioned that neither arrangement was inherently superior; each made a different kind of connection easier to notice.</u> She proposed alternating the two approaches in future exhibitions rather than selecting one as a permanent standard. The comparison, she argued, was most useful when treated as a choice about interpretive goals, not as a contest with a single winning format.","Which choice best describes the function of the underlined sentence in the text as a whole?","It introduces a third gallery arrangement that the curator recommends replacing both existing arrangements.","It disputes the visitor-tracking data by claiming that total time spent in the galleries was measured inaccurately.","It qualifies the comparison by explaining that the two gallery arrangements serve different interpretive purposes rather than forming a simple better-or-worse ranking.","It explains why visitors in the material-based gallery remembered more relationships among objects.","C","3","The underlined sentence prevents the results from being treated as a simple ranking and frames the two layouts as serving different goals.","75","none","{}","","","","","","Text Structure and Purpose","","rw;passage:R033;arch:RW_TSP_001;sim:rw_text_structure_and_purpose_purpose_sentence;fp:cbe4dbfe6704;surf:SURF_RW_TSP_001;difficulty_profile:D2"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q06","RW","1","base","6","Craft and Structure","Text Structure and Purpose","RW_TSP_010","Analyze structure or purpose","supporting_detail","Medium","1","multiple_choice","A historian examining nineteenth-century shipping ledgers noticed that captains often recorded small repairs in the margins rather than in the main expense columns. At first, these notes seemed too irregular to support broader conclusions. The historian nevertheless compared hundreds of entries and found that marginal repair notes became more frequent during years when insurance premiums rose. She then checked port newspapers and learned that storms had damaged several commonly used routes during those same years. The ledger margins therefore served a purpose beyond recording trivial costs: they preserved evidence of operational strain that formal accounting categories did not capture well. By pairing the marginal notes with insurance and weather records, the historian could distinguish routine maintenance from repairs prompted by unusually hazardous conditions. The study does not treat every margin entry as equally informative. Instead, it shows how a seemingly secondary part of a document can become valuable when interpreted alongside independent records from the same period.","Which choice best explains how the insurance-premium and port-newspaper records contribute to the text?","They provide independent context that helps distinguish routine maintenance notes from repairs associated with unusually hazardous conditions.","They show that captains were required by insurers to place every repair expense in the ledger margins.","They establish that formal expense columns were never used during years in which storms occurred.","They demonstrate that newspapers, rather than shipping ledgers, contained the most complete record of each ship’s repair costs.","A","1","The outside records link years of frequent marginal repair notes with higher insurance costs and reported storms, allowing the historian to interpret the ledger notes more precisely.","75","none","{}","","","","","","Text Structure and Purpose","","rw;passage:R063;arch:RW_TSP_010;sim:rw_text_structure_and_purpose_supporting_detail;fp:6af1053f905f;surf:SURF_RW_TSP_010;difficulty_profile:D3"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q07","RW","1","base","7","Craft and Structure","Cross-Text Connections","RW_CTC_006","Compare claims across paired texts","paired_text_relation","Medium","1","multiple_choice","Text 1:
A field study of juvenile songbirds found that birds exposed to a varied set of adult songs developed larger repertoires than birds hearing only one repeated song. The researchers argue that early variety gives young birds more vocal material to practice.

Text 2:
Another study found that variety alone did not predict repertoire size. Young birds developed broader repertoires only when they could interact with nearby adults; recordings containing equally varied songs produced a weaker effect. The authors conclude that social feedback helps determine which sounds juveniles retain.","Based on the texts, how would the authors of Text 2 most likely respond to the claim in Text 1 that early song variety gives young birds more material to practice?","They would agree that variety can matter but argue that social interaction affects whether varied sounds are retained.","They would reject the idea that juvenile birds learn from adults at all.","They would argue that repeated exposure to one song produces the largest repertoires.","They would agree that variety alone fully determines repertoire size.","A","1","Text 2 does not deny a role for variety; it argues that social feedback helps determine which sounds persist in the juvenile repertoire.","75","none","{}","","","","","","Cross-Text Connections","","rw;passage:R006;arch:RW_CTC_006;sim:rw_cross_text_connections_paired_text_relation;fp:aafe1aad611f;surf:SURF_RW_CTC_006;difficulty_profile:D3"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q08","RW","1","base","8","Information and Ideas","Central Ideas and Details","RW_CID_001","Identify main idea, key detail, or summary","main_claim","Easy","1","multiple_choice","Biologists studying a desert lizard species expected individuals living on darker rock to have darker skin, which could help them blend into the background. Photographs from six sites supported that pattern, but the researchers also measured body temperature because darker surfaces absorb more solar energy. Lizards on the darkest rock warmed faster in the morning than lizards at pale sites, yet they also retreated into shade earlier. As a result, average daytime body temperatures differed little among sites. Genetic sampling showed that color differences were partly heritable rather than solely caused by recent sun exposure. Taken together, the findings suggest that coloration is associated with local background color, while behavior limits one possible thermal cost of being darker. The researchers therefore argued that the trait cannot be understood by considering camouflage or heat balance alone. Its persistence likely reflects an interaction between inherited coloration and daily behavioral adjustments that keep body temperature within a workable range.","Which choice best states the main idea of the text?","The lizards become darker only because repeated sun exposure changes their skin during adulthood.","Dark-colored lizards maintain substantially higher daytime body temperatures than pale-colored lizards at every site.","The researchers found that camouflage is unrelated to rock color and depends entirely on daily shade use.","The lizards’ coloration is linked to local background color, while behavior appears to reduce a potential thermal cost of darker coloration.","D","4","The passage combines evidence for inherited background-matching coloration with behavioral thermoregulation that keeps average temperature differences small.","75","none","{}","","","","","","Central Ideas and Details","","rw;passage:R001;arch:RW_CID_001;sim:rw_central_ideas_and_details_main_claim;fp:c8be94772ce7;surf:SURF_RW_CID_001;difficulty_profile:D1"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q09","RW","1","base","9","Information and Ideas","Central Ideas and Details","RW_CID_004","Identify main idea, key detail, or summary","cause_effect","Medium","1","multiple_choice","A school district tested whether later start times would reduce first-period absences at three high schools. The change shifted the opening bell by forty minutes but left bus routes and total instructional time unchanged. During the first semester, first-period absences fell at all three schools. Administrators initially attributed the decline to students getting more sleep. A student survey, however, showed only a modest increase in reported sleep duration. Another change was more substantial: fewer students reported missing the bus, because the later schedule reduced overlap with early-morning traffic on several routes. Attendance records also showed that the largest declines in absences occurred among students who relied on those routes. The district concluded that the schedule change likely improved attendance through more than one pathway. Additional sleep may have helped some students, but transportation reliability appears to have contributed as well, particularly where buses had previously encountered the most congestion.","Which choice best states the central idea of the text?","Later school start times were associated with fewer first-period absences, and improved bus reliability appears to have contributed alongside modest increases in sleep.","Later start times reduced absences entirely because every student slept substantially longer.","The schedule change had little effect on attendance because bus routes and instructional time stayed the same.","Traffic congestion increased after the schedule change, causing more students who rode buses to miss first period.","A","1","The passage attributes the attendance improvement to multiple pathways, with transportation reliability especially supported by route-level evidence.","75","none","{}","","","","","","Central Ideas and Details","","rw;passage:R084;arch:RW_CID_004;sim:rw_central_ideas_and_details_cause_effect;fp:0bd11b0be425;surf:SURF_RW_CID_004;difficulty_profile:D2"
"SAT_RW_7","rw_split_v9","7-front","400-600","SAT_RW_7_M1_Q10","RW","1","base","10","Information and Ideas","Command of Evidence","RW_COE_001","Use textual or quantitative evidence","supporting_detail","Medium","1","multiple_choice","Researchers examining rooftop gardens asked whether adding flowering plants could increase visits by native bees in dense commercial districts. They established paired plots on twelve roofs. Each pair contained the same amount of soil and received similar watering, but one plot included a mixture of flowering species while the other contained only ornamental grasses. Over eight weeks, observers counted bee visits during matched morning periods. Flowering plots received about three times as many visits as grass-only plots. The difference was largest on roofs farthest from large parks, where other floral resources were scarce. The researchers concluded that even small rooftop plantings can provide useful foraging stops in heavily built areas. They also noted that the experiment measured visitation rather than long-term colony growth, so it did not establish whether rooftop flowers improve bee population size. Still, the pattern supports the narrower claim that floral diversity can increase local foraging activity where alternative resources are limited.","Which finding from the study most directly supports the researchers’ claim that flowering rooftop plots can increase local bee foraging activity?","The researchers used the same amount of soil in each paired plot.","Flowering plots received about three times as many bee visits as grass-only plots during matched observation periods.","Some study roofs were farther from large parks than others.","The study did not measure whether bee colonies grew over the long term.","B","2","The visit-count difference is the direct observed evidence for increased local foraging activity.","75","none","{}","","","","","","Command of Evidence","","rw;passage:R077;arch:RW_COE_001;sim:rw_command_of_evidence_supporting_detail;fp:da8c570767a5;surf:SURF_RW_COE_001;difficulty_profile:D2"
